work	date	issue	page	block	height	width	hpos	vpos	text	active_words	occurrences_words	unique_words
temps	1863-01-01	1	3	Page1_Block49	6408	881	3339	1091	séance publique annuelle du lundi ^décembre. présidence de m. duhamel. l’académie dés sciences a tenu, hier lundi, sa séance publique annuelle. le public était peu nombreux, et l’on remarquait même de places vides dans phémicicie réserv é aux académiciens. ' suivant l’usage, m. le président a donné la parole au secrétaire perpétuel, chargé de la proclamation des prix décernés par parmi les travaux qui ont été jugés d’être récompensés par l’académie, les uns ont déjà été l’objet d’un examen dans notre révue des sciences. nous nous réservons d’analyser les autres après en avoir pris plus ample connaissance. nous nous bornerons donc pour aujourd’hui à les titres des mémoires couronnés et le nom de leurs auteurs. grand prix de mathématiques. l’académie avait proposé la question : «résumer, discuter et perfectionner en b quelque point important les résultats obte- b nus jusqu’ici sur la théorie des courbes b plane3 du quatrième ordre, b la commission a jugé qu’il n’y a pas lieu de décerner le prix ; elle a seulement décerné à l’auteur du mémoire n* 4 une médaille de la valeur de 2,000 fr., et à l’auteur du n° 2 une médaille de la valeur de 4,000 if. : les auteurs de ces mémoires ne se sont pas encore fait connaître. prix d’astronomie. fondation lalande. m. clark a construit uue lunette de 18 pouces et demi (47 centimètres) d’ouvertufe et 23 pieds (7 mètres de foyer). l'objectif, qui surpasse de 3. pouces et demi les gr&fcds dbjectlf 9 ,deiambridg:eet de poul-r kovvâ,' est de la riiêmé îongüeur focale.' c’est avec cette lunette que m. clark a découvert, dans, le voisinage de siriùs, une petite étoile qui avait échappé à tous îës astronomes qui ontobservésiriusdepuis cent ans, soitaveedes lunettes, soit avec de grands télescopes. c’est pour cette découverte que 1 académie a à m. clark le prix d'astronomie de la fondation lalande. ' prix de statistique, fondé par m. de monlyon. l’académie a décerné ce prix à m. man- tefiief, conseiller à lu cour impériale auteur d^un travail intitulé : « mémoire b sur la valeur des principales denrées et » marchandises qui se vendaient ou se con- b sôïîlfhaient en la ville d’orléans, au cours b des xiv, xvÿxvr, xvii' et xviii* siècles, b elle décerne une mention honorable à un travail historique qui forme déjà 4 volumes in-8% sous ce titre : « les inondations en b france depuis le vu siècle jusqu’à nos » joüfs; «-“l’auteur, m. champion, a tous les documents relatifs aux de tous les bassins principaux de la france, les relations contemporaines, les officiels, en un mot tout ce qu’il était possible de découvrir dans les archives et même dans les collections sur c'e terrible fléau. prix bordin. la question mise au concours était lâ : a déterminer par l'expérience les causes » capables d’influer sur les différences de po- i> sltiqn dü foyer optique et du foyer photo- » géniqüe. s p le concours pour le prix fiofdin de 1862 (relatif à la question des foyers optiques et photogéniques) est déclaré terminé. 2 une médaille d’or de deux mille francs est décernée, à titre de récompense, à du mémoire inscrit sftus je n 1, et la devise : la théorie est l'explication des faits par les causes réelles. l’auteur de ce mémoire est m. félix tey- nard, de saint-martin, près de grenoble. 3* une médaille d’or de mille francs est décernée, à titré de récompense, à l’auteur du mémoire inscrit sous le n* 2, et portant la : es irrt der mensch so tang er slrebl (goethe). l'auteur de ce mémoire estm.carl miersch, à dresde (saxe). prix fondé pdf m bt itt marquise de laplace. une ordonnance royale ayant autorisé f’a j cadémie des sciences à accepter la donation qui lui a été faite par m m  la marquise de la place, d’une rente pour la fondation à perpé tuitë' d'tttt prix consistant dans la collection complète des ouvrages dé laplace, prix qui devra être décerné chaque année aü premier élève sortant de l’ecole polytechnique, lé président remet les cinq volumes de la lücauqtk éêleslf, l’exposition du système du monde et le traité des probabilités, à m. ma- trot'(adolphe), né le 9 juillet 1844 à paris (seine), sorti celte année le premier de l’ecole polytechnique, et entré à l’ecole impériale des mines lé 1wcfobre 1862, grand prix des sciëttàès frifsiques. l’académie avait proposé pour sujet de prix à décerner en 1862, la question suivante : « anatomie comparée du système nerveux » des poissons, b l’a cadémie n’a jugé aucun mémoire digne de remporter lé prix; mais elle accorde mm. phillipeaux et vulpian une somme de 1,500 francs à tilre d’encouragement. grand prix dés sciences physiques. le sujet de concours était « l étude des végétaux. « l’académie a décerné le prix à m. naudiû,-aide-maturaliste au muséum d’histoire naturelle, et une mention très à m. godroni, doyen de la faculté des sciences de nancy. •; prix* de physiologie expérimentale, fondé par m. de monlyon. . ^l’académie a décerné, avec de grands le prix à m.. balbiani, auteur d’un im portant travail sur les phénomènes sexuels des infusoires. ce prix a été porté, sur la de la commission, à la somme de 1,800fr. — l’académie a, en outre, le second prix de physiologie (1,200 fr.), àmm. chauveau etmarey,pour	sexuels	1	1
echo_feuilletons	1863-01-01	1	450	450	NA	NA	NA	NA	au matin de la vie et qui pendant toute la durée de ce voyage dont la mort est le terme paraissent éprouver une vive satisfaction à voir souffrir les autres pèlerins trouvés sur la route comment expliquer la déplorable manie de ces genslà l apportentils en naissant ou l acquièrentils par les vicissitudes de l existence estce chez eux besoin normal de plaisir cruel ou manifestation d une douleur jalouse qui croit être soulagée par l aspect des douleurs analogues n ontils jamais compris les douces aspirations du cœur voilà ce que j ignore ce que je n ose point savoir il y a ainsi au fond de la science psychologique quelques principes à la découverte desquels il est bon je crois de ne point s adonner car l erreur qui console est souvent préférable à la vérité qui désespère je constate donc simplement que françois était un de ces individus lorsque tdmbé au sort il partit du village pour rejoindre le régiment c était un paysan pataud gauche de corps et d esprit qui avait une de ces faces mornes dont les muscles turgides semblent immobilisés et dont le regard lent court indique le sommeil de l intelligence il revint au bout de six années après avoir fait quelques campagnes en afrique et frôlé plus d une fois le bataillon disciplinaire les camps l avaient déniaisé dégourdi au point de le rendre tout à fait méconnaissable autant eût valu cependant que cette métamorphose ne se fut point opérée car sa langue ne s était déliée que pour articuler les jurons et les locutions toutes faites de la caserne le principe de ses gestes était cette crânerie qui se traduit par le balancement du buste sur les hanches l inclinaison outrée du chapeau sur l oreille et des tours de bras au bout desquels on pense voir sans cesse pirouetter la canne du tambourmaître s il fumait c était pour laisser pendre sa pipe renversée à ses lèvres grimaçantes et pour crachoter avec importance en faisant jaillir la salive de ses dents serrées son intelligence s était quelque peu ouverte mais comme un terrain où le bon grain meurt étouffé par l ivraie envahis santé elle n avait gardé que les impressions mauvaises les plus froides théories du libertinage par exemple lui étaient familières et l exsoldat d afrique qui certes ne séduisait personne dans le village affichait continuellement la joie triomphale de l homme à bonnes fortunes tout en jalousant cela va sans dire les moindres succès de ses camarades c était un ouvrier médiocre un travailleur peu ardent continuellement menacé d être renvoyé par son maître un de ces hommes trèsinférieurs enfin de qui le caractère est uiq dépit complexe et qui ne pouvant se résoudre à rester inaperçus comme ils le devraient s efforcent d attirer sur eux les regards surtout par des moyens blâmables nous devons remarquer aussi et la disposition normale de françois en paraîtra bien servie qu il n était pas sans avoir remarqué avec un certain déplaisir qu annette accordait l honneur de ses attentions à simon gonflé d orgueil et croyant mériter incontestablement les bonnes grâces de toutes les femmes il paradait faisait la roue devant la riche petite héritière mutine espiègle annette payait cette sotte prétention par des sourires de pitié et des marques non équivoques de la plus sincère aversion le contraire avait lieu envers simon qui trop modeste en tous cas pour oser lever les yeux jusqu à la jeune fille s attiraitson amour par desprévenancessimples naturelles et par une respectueuse indifférence il ne faut donc point s étonner si même sans se l expliquer bien françois éprouvait le besoin de voir de rendre simon ridicule ou coupable tel était le confident que simon avait primitivement choisi simon l homme au cœur loyal et partant expansif croyant trouver un ami dans son compagnon de domesticité était venu d instinct lui dire ses projets et ses émotions lorsqu il eut à prendre son parti de la malencontreuse décision de m claude il laissa voir à françois toute l humeur toute la peine que lui causait cette déconvenue et françois en publiant les secrets dont il était dépositaire	libertinage	1	1
courrier_gard	1863-01-04	1	4	PAG_00000004_TB000048	244	879	1159	874	par son jugement rendu sur requête à l’audience du dix-neuf décembre mil huit cent soixante-deux . le tribunal de commerce de nimes a fixé définitivement l’époque de la cessation des paiements cle daniel frères et l. minibaud, négociants, faillis , demeurant et domiciliés à nimes, au trente-un août mil huit coït soixante et un.	coït	1	1
le_pays	1863-01-04	1	3	PAG_3_TB000215	1144	1051	2320	7027	dans salammbô, nous l'avons dit, le roman ne suit l'histoire que de loin. sa donnée est simple, c'est l'amour de màtho pour salammjjô. la céleste apparilion de la fille du su fie te au festin des mercenaires a troublé l'âme impétueuse du lybien, et il s'est juré de renverser, s'il le fallait, la dernière pierre de carthage, pour la posséder. toutes les phases de cet amour sauvage ont été admirablement étudiées par m. flaubert. la scène de la tente où salammbô vient se livrer à màtho est pleine d'une voluptueuse et farouche poésie qui vous apporte comme une acre senteur des passions naïves des premiers âges. sous les frissons de l'amour l'âme du barbare s'assouplit, et dans son extase mâtho trouve pour son amante les plus exquises tendresses. l'amoureux avait eu des rugissements de lion, l'amant devient doux comme une femme.	voluptueuse	1	1
debats	1863-01-07	1	2	P2_TB00034	1729	857	4367	5433	uc ««iicy, a vaiu a. ce savant botaniste une mention très honorable. _ n ?®£? p, nx physiologie expérimerttalei /»na i j. cette ®hheë ;le premier, 8 m - balbiani-, pour son ; mémoire sur les phénomènes sexuels des ; k second, de 1,200 fr., à mm. chauveau et marey, pour leurs éludes sur lu circulation cardiaque. quant aux prix de médecine et de chii urgie, les préoccupations de la commission paraissent avoir été presque exclusivement bibliographiques, y a-t-ildonë disette de dé- ! couvertes relatives à l'art de guérir? voici du reste, la liste des lauréats; m. cruveilhier a remporté un prix de 2,500 fr. pour son iraue d anatomie pathologique; m. lebërt un prix de 2,000 fr. pour un ouvrage sur ? ot^, matlère; mv frericks, un prix de 2,000 fr. pour son traité des maladies dujoie; m. larcher, une mention honorable avec 1 500 fr., pour,son travail sur l hypertrophie normale du cœur pendant la grossesse; m. cohrn, une,mention honorable avec 1,500 fi\, pour sa monographie intitulée : clinique des affermons emboult s t° m -x au poi ' u de vm pratiqué j enfin une dernière înention honorable accompagnée de 800 fr. pour chaque lauréat ï&rîy? • e  lra ? ; doibeau »«■• «i mémoire sur l epispadias, et m. luys pour son travail sur la structure du cerveau. . pr ! x moiatyon, dit des arts insalubres n a lias été décerne; aucune dès pièces envoyées ala commission ne lui a p aru d -, gne de cette récompense, la question des générations spontanées a déjà fait rompre bien des lances; les uns veulent que certains èlres inférieurs tels	sexuels	1	1
debats	1863-01-07	1	3	P3_TB00001	2280	823	142	254	que les infosoîres, ne soient poinfsoumis aux lois de génération qui gouvernent le règne aniinal, et admettent que ces petits êtres naissent à : la' vie spontanément, sans parens, sans uïënjtâes autres, et c'est la majorité, soutiçrinent ? que la loi est une et que les infusôirés se reproduisent, comme les animaux supérieurs , par des phénomènes sexuels bien déterminés. l'académie a, dans sa séance annuelle, consacré deux, fois cette dernière doctrine. après avoir accordé le prix de physiologie expérimentale à m. balbianî, elle a décerné le prix alhumbert à m. pasteur, pour son mémoire sur les corpuscules organisés qui existent dans ratmosphère. une récompense de 1,000 fr. a été également accordée à l'auteur, encore inconnu, d'un mémoire sur le développement de quelques champignons parasites. un deuxième prix de la fondation alhumbert à été partagé entre mm. lereboullet, doyen de la faculté des sciences de strasbourg, et dareste, professeur suppléant à la faculté des sciences de lille, pour les mémoires qu'ils ont respectivement adressés sur les modifications qui peu-, vent être déterminées dans le développement d'un animal vertébré, par l'action desagens extérieurs. le prix bréant,'relatif à la guérison du eholéra-morbus, est toujours à remporter. en attendant que la solution du grand problème voie le jour, l'académie tire le meilleur parti possible du legs considérable qui lui a été fait, en employant le revenu à récompenser les travaux les plus importans •11 trepris sur les maladies épidémiqu es. c'est ainsi qu'elle vient de décerner à m. barallier un prix de 2,000 fr. pour les recherches par lesquelles il a démontré la non identité du typhus et de, la. fièvre typhoïde. le prix jecker a été dëcérné à m. thomas graham, directeur de la monnaie de , londres, pour ses belles recherches sur la dyalise appliquée à l'analyse chimique. sous le nom de dyalise, m. graham a désigné un procédé de séparation mécanique de divers «démens des corps, aussi nouveau qu'élégant, et qui doit rendre à l'analyse, à la toxicologie, aux arts industriels, les services les plu» sérieux.	sexuels	1	1
courrier_gard	1863-01-13	1	1	PAG_00000001_TB000089	962	879	2020	4708	ursule le reçut en lui tendant la main et le sourire sur les lèvres, cela troubla lucien. il s’attendait à lui voir cette tristesse pleine de reproches qu’elle avait depuis deux jours. il le désirait parce-qu’il s’en lut irrité , tandis qu’il n’osa plus changer en un deuil soudain la confiance et la joie qu’elle lui montrait. pendant le repas , il parla peu. il examinait ursule et s’étonnait deretrourer en elle le charme qui l’avait autrefois séduit.jamais la beauté de sa maîtresse n’avait été si radieuse , son regard si lumineux , son front plus intelligent, sa bouche plus voluptueuse et plus spirituelle ; jamais ses cheveux ne s’étaient , au souffle d’une brise invisible , plus légèrement soulevés sur ses tempes fraîches et jeunes. hélas 1 c’est que lucien voyait déjà ursule au travers de ses souvenirs ; il pensait aussi que, dans quelques minutes , il allait frapper au coeur cette femme qui avait été pour lui si bonne et si dévouée. l’abandon de l’homme qu’elle aime n’est-il pas en effet, pour la femme, ure insulte autant qu’un chagrin ? mais il le fallait , et lucien cherchait le moyen de trancher, puisqu’il ne pouvait le dénouer, ce noeud gordien qu’un long échange d’affection et je ogresses avait serré,	voluptueuse	1	1
siecle	1863-01-14	1	3	Page1_Block12	2686	809	1707	2160	encore les champignons. cibus deorum. néron. * ; • % bien de plus curieux a observer que cette grande série de végétaux, classés par linné sous le nom de ■cryptogames, et parmi lesquels | se trouvent les' champignons. comme nous' 'avons déjà dit dans un précédent article, ces plantes furent destinées à fournir au soi 1 hu mus fécondant propre au développement des grands végétaux et à l'éclosion des germes in visibles disséminés dans l'air et dans les eaux, que le vent porte et disperse à la surfaco du; sol, et qui germent aux lieux où ils trouvent une humidité convenable et un sol préparé. ainsi sur les confins du règne animal et du règne végétal, trait d'union de la matière ani male et de la matière végétante, avant les cham-, pignons, et après les oscillatoires, petits anï-< maux microscopiques dont les mouvemens sont si lents qu'on les a comparés à ceux de l'ai guille à heure d'une montre, se trouvent r les algues, algues d'eau douce, ou conferves, masses filamenteuses, vertes, semblables à une écume mousseuse, éponges d'eau douce selon pline, qui couvrent les marais et les ruisseaux d'eaux vives, qui s'étendent et étreignent tout ce qu'ils rencontrent; dont le développement, la propagation et la prompte décomposition concourent à affermir les terres mouvantes, à les dessécher, à les ameubler, à les fertiliser; les algues marines, ou thalassiophytes, fu cus varecs, très variés dans leur forme, qui est putois bizarre, et souvent riches de*couleur, que l'on rencontre flottant à la surface des eaux de l'océan,que l'on trouve sur les cates, cram ponnés aux rochers, aux pierres; s'étondant «ouvent à l'infini et couvrant des espace# con sidérables. portées sur un point par les cou- nn«, ces plantes vivaces s'y accumulent et forment des bancs gigantesques qui gênent et arrêtent souvent la marche des vaisseaux. elles forment encore des forêts sous-marines qui servi nt de refuge et de nid à des milliers d'a nimaux aquatiques. ces algues ou varecs sont recueillis et utilisés à l'engrais des terres sur lo littoral maritime.dans les pays qui baignent les mers du nord, on les donne comme four rage aux bestiaux. ces plantes marines sont evenues l'objet a'un commerce considérable depuis qu'elles ont été in traduites dans la lite rie. enfin.par leur combustion on obtient de la soude. c'est dans les eaux mères de la soude de varec que courtois découvrit, en 1811, l'iode, dont l'usage médicinal est aujourd'hui si ré pandu. en général, les champignons sont des plantes fugaces, d'une substance molle, d'une existence éphémère. cachés le plus ordinairement dans ies'bois humides, privés do l'influence salutaire du soleil, naissant même parfois sur des débris animaux et végétaux en décomposition, ils ne s'imprègnent que do gaz nuisibles et même destructeurs de la vie. c'est ià pourtant, dans cet habitât insalubre, que la sensualité ou la misère vont les récolter comme des alimens	sensualité	1	1
le_pays	1863-01-17	1	2	PAG_2_TB000166	45	978	5007	5029	au grade d'ingénieur de 'classe : m. pénis de.	pénis	1	1
debats	1863-01-21	1	2	P2_TB00013	2128	802	304	4923	eieusement offert de me servir de cicérone, me fit d'abord parcourir le quartier qui est spécialement affecté aux ouled-naïl de biskra. c'est une longue rue bordée de maisons indigènes basses et sans fenêtres. devant chaque porte se balançait lentement une lanterne dont la flamme était protégée par des lames de corne peintes en bleu ou en rouge. pour pénétrer dans l'intérieur de ces baraques (qui toutes se ressemblent à l'intérieur et à l'extérieur), il suffit de pousser une porte disjointe. on se trouve alors dans une sorte de vestibule aux murs blancs et nus, où est généralement accroupi stases talons quelque vieillard maigre ou quelque-mégère décharnée. l'aspect de cet intérieur n'est rien moins que gai, mais si l'on veut aller plus loin, si l'on soulève la pesante draperie qui masque l'entrée d'une autre pièce, le tableau change : de l'enfer on passe dans fe paradis, le paradis de mahomet, bien entendu, le paradis des plaisirs sensuels et des brunes houris. sur un large divan , une jeune femme arabe est moeîleusement étendue entre des coussins brodés ; sa pose est voluptueuse et provocante, son çegard étincelle sous ses paupières brunies par le koheul. le demi-jour d'une lampe d'argent suspendue au plafond éclaire ses formes graejeuses et irréprochables ; sa main, aux ongles polis et rougis par le henné, laisse traîner à terre le bout d'ambre d'un narguilé dont le tuyau flexible s'enroule autour de son bras; des anneaux d'argent finement travaillés lui serrent les poignets et les chevilles. à son cou, à ses oreilles pendent mille'bijoux qui se choquent bruyamment au moindre mouvement. une longue tunique de pourpre, attachée aux épaules, descend jusqu'à ses pieds nus ou chaussés de mignonnes babouches; ses petites dents blanches mâchonnent une branche du souak qui parfume l'haleine; son visage est celui d'une tille d'athènes bronzé par le soleil du désert. ses cheveux noirs, enlacés de chaînes	voluptueuse	1	1
