work	date	issue	page	block	height	width	hpos	vpos	text	active_words	occurrences_words	unique_words
constitutionnel	1873-01-04	1	2	Page1_Block21	1432	817	2715	481	charrue, lui commande d'aller et d'évangé liser les nations. sans objection, ni délai, ni prépara^if, l'homme quitte son gagne-: pain et sa famille. il part, plein de foi> dé nué de ressources. arrive au port le plus voisin, u mendie ou gagne son passage en s'engageant.- pour, un. service quelconque; sur un navire, qui remmènera en austi-a-, lie, en chine ou en europe, suivant la^ré-* gion désignée par le propnete a ses ef forts. arrivé à sa destination, il continae à tra vailler pour vivre. il se trouve, naturelle ment mêlé aux plus misérables et aux plus souffrants qui composent la population in fime des grandes .villes.. c'est parmi eux qu'il commence sa prédication. les riches et les lettrés n'ont même pas connaissance de son passage. les journaux n'envoieatpas leurs reporters pour recueillir ses paroles;pa- roles abruptes et sans art auprès descruelles les discours de saint paul etdu pèrebridai- ne paraîtraient des pièces de savante rhéto rique! néanmoins elles se frayent un chemin j usqii'àux cœurs des désespérés qui* sont près d'abandonner le terrible combat dfe la vie; elles réveil lent les imaginations en leur pré sentant l'image,, de la riante et voluptueuse vallée de l'utah, comme un tableau 'de fée rie, qui surgirait, àvec ses lumineusespers- pèctives, au milieu de la morne-aridité du désert ou des brumes glaciales d'un hiver de londres. - 'ainsi sont formés les groupes mormons de liverpool et de londres ou se recrutent les convois d'émigrants qui partent chaque année pour la terre 'promise du lac-salé. ' c'est'dans l'intimité de ces gens-là que nous allons pénétrer. ■  , ' >. pierre sandriiî. '	voluptueuse	1	1
liberte	1873-01-05	1	2	PAG_2_TB000181	401	1022	5964	8678	sa voix tremblait ; on eût dit. qu'une larme allait tomber de s s yeux humides. mais, à la grande surpf-ise de l'anglaise, ce fut un éclat de l'ire, !ni sortit de ses lèvres. elle tourna sur elle même et exéeutn quelques pas bi. zarre;, avec line grâce voluptueuse qui avait à celte heure quelque chose de mystérieux et de saisissant.	voluptueuse	1	1
xixe_siecle	1873-01-05	1	3	PAG_00000003_TB000009	612	1030	272	1895	fantaisie souvent passionnée et peu politique et mieux sèrvir les intérêts particuliers de leur journal. il y a enfin le double groupe des boulevardiers et des socialistes, qui regrettent, les uns, le luxe et le libertinage de l'empire, les autres, la faveur accordée par napoléon aux doctrines socialistes. le gaulois, avec sa chronique scandaleuse, représente la première catégorie de ce troisième groupe ; la seconde catégorie est représentée par des publications occultes qui ont commencé de paraître sous forme d'appels au peuple et expédiés secrètement du dehors par la poste.	libertinage	1	1
figaro	1873-01-06	1	3	Page1_Block11	4932	842	1960	160	dès que l'apôtre est choisi par le prophète, parmi les habitants du lac-salé, il part sans argent, il mendie en route et gagne son pas sage en s'engageant pour un service quel conque sur le vaisseau qui l'emmènera en australie ou en europe. arrivé à sa destination, il continue à travail ler pour vivre. il se trouve naturellement mêlé aux plus misérables et aux plus souffrants qui composent la population infime des grandes villes. c'est parmi eux qu'il commence sa prédi cation. les riches et les lettrés n'ont même pas connaissance de son passage. les journaux n'anvoient pas leurs reporters pour recueillir ses paroles; paroles abruptes et sans art, au près desquelles les discours de saint paul et du p. bridaine paraîtraient des pièces de savante rhétorique. néanmoins, elles se frayent un chemin jus qu'aux cœurs des désespérés qui sont près d'a bandonner le terrible combat de la vie ; elles réveillent les imaginations en leur présentant l'image de. la riante et voluptueuse vallée de l'utah, comme un tableau de féerie, qui surgi rait, avec ses lumineuses perspectives, au mi lieu de la morne aridité dû désert, ou des bru mes glaciales d'un hiver de londres. ainsi sont formés les groupes mormons de ltverpool et de londres où se recrutent les con vois d'émigrants qui partent chaque année pour la terre promise du lac-salé. fi .• . ■ i . nous parlions l'autre jour de la presse anglaise ; voici maintenant des renseigne ments sur la presse américaine. m. jacques meyer, du soir, à causé longuement avec le directeur du new-york herald, m. james gordon bennett, et la conversation a été in téressante. . m. james gordon bennett estime le jour nalisme françâis en tant que talçnt polé mique, mais il-n'apu ne point avouer que, comme nouvellisme, nous sommes.fort en ar rière. aucun journal français n'eut eu le moyen d'envoyer m. stanley à la recherche de livingstone, ni de payer 200,000 francs la nouvelle de la mort de théodoros : elle ar riva au new-york herald avant que les dé pêchés officielles de lord napier, comman dant,de d'expédition, fussent arrivées à lon dres. ,. • ■ l'information! nous disait m. james bennett, voilà tout d'abord ce dont se préoccupe le jour naliste américain. en france, la question poli tique, voilà ce qui prime tout le reste. nous.au- tres, journalistes américains, nous sommes moins idéologues. le premier soin du rédacteur en chef, quand il entre dans son bureau, est de demander les nouvelles. lorsqu'elles sont colli- gées, en très grand nombre, les éditoriaux, ce qu'on appelle en france les rédacteurs du pre mier-paris sont convoqués, et ils se mettent à l'œuvre sur ce gigantesque canevas. aussi bien les procédés matériels du journa lisme sont d'une rapidité et d'une perfection incomparables en amérique. le new-york herald, dont le tirage s'élève quotidiennement à 100,000' exemplaires, s'imprime sur huit presses, et, en moins.d'une heure, cette effrayante quan tité de papier imprimé en vingt sortes de textes est bonne à mettre en circulation immédiate. le secret de ces fortunes est surtout dans la quantité des annonces auxquelles le commerce et l'industrie français ne sem blent pas encore croire suffisamment. # # # sait-on qiie dès 1772 l'idée du télégra phe électrique était dans l'air? une lettre de l'abbé barthélémy, l'auteur du voyage d'anacharsis à la marquise du deffaud parle d'une expérience à faire dans cet ordre d'idées. chanteloup, 8 août 1772. dans le temps que vous vous plaigniez de no tre silence, nous parlions de vous; et combien d'occasions qui nous rappellent votre souvenir? je pense souvent à une expérience qui ferait notre bonheur. je ne l'ai peut-être pas bien comprise ; mais comme il s'agit de physique, ,vous me redresserez. on dit qu'avec deux pen dules, dont les aiguilles sont également aiman tées, il suffit de mouvoir une de ces aiguilles pour que l'autre prenne la même direction, de manière qu'en faisant sonner midi à l'une, l'au tre sonnera à la même heure. / supposons qu'on puisse perfectionner les ai mants artificiels, au point que leur vertu puisse se communiquer d'ici à paris. vous aurez une de ces pendules ; nous en aurons une autre ; au lieu des heures, nous trouverons sur le cadran des lettres de l'alphabet. tous les jours, à une certaine heure, nous tournerons l'aiguille; m. wiart assemblera les lettres et lira : « bonjour, chère petite fille, je vous aime plus tendrement que jamsis ! » ce sera la grand'maman qui aura tourné; quand ce sera mon tour, je dirai à peu près la même chose'. vous sentez qu'on peut faciliter encore l'opération : que le premier nîouvement de l'ai— gmlle peut faire sonner un timbre qui avertira que l'oracle va parler. cet idée me plaît infi niment. on la corromprait bientôt en l'appli quant à l'espionnage dans les armées et dans la politique. mais elle serait bien agréable dans le commerce de l'amitié. si mes souvenirs ne s égarent point, l'idée de l'abbé barthélémy eut un commencement d'exécution, et l'économiste\oung, dans son voyage en france (1789), raconte avoir as sisté â une séance de transmission magnéti que. je n'ai pas le texte sous les yeux, mais je ne crois point me tromper. francis magriard. . ^ ; • nos informations	voluptueuse	1	1
courrier_gard	1873-01-07	1	3	PAG_00000003_TB000275	279	784	3496	3276	cette eau unique par sa composition chimique est employée comme le plus puissant remède contre les affections si nombreuses de la poitrine, bronchites, catarrhes , asthmes , angine granuleuse , phthisie pulmonaire et la ryngée, et contre les maladies des organes génito urinaires, etc.	génito	1	1
temps	1873-01-07	1	1	Page1_Block34	2147	818	2685	5016	usoires peuvent en avoir également, et un grand nombre de plantes inférieures sont au même niveau que les infusoires. m. de hartmann part de là pour aux plantes la sensibilité et bien plus, une sensibilité consciente. l’oscillaire se tourne vers la partie éclairée d’un vase qui le renferme; la feuille de vigne, les fleurs sentent la ; les feuilles de la dionée et de la mimose pudique sont sensibles aux des insectes et se replient sur eux. « nous soutenons encore, dit- il, que la plante a le sentiment des physiques de l’organisation qui correspondent à la digestion animale ; qu’elle a aussi des sensations sexuelles et que ces dernières se produisent dans les organes où la vitalité de la plante est concentrée au plus haut degré et au de la floraison. » cette conscience si pauvre de la plante se limite à un bien petit nombre de perceptions ; elle n’a d’ailleurs qu’une unité des plus vagues, car il n’y a point d’appareil pour la centralisation des perceptions. je ne pourrais soutenir qu’il puisse être question de l’unité de conscience d’une fleur, peut-être même d’une étamine. la plante n’a pas besoin, , comme l’animal, d’une unité de ; elle n’a besoin ni de faire'des comparaisons, ni de réfléchir sur ses actions. elle a seulement besoin de isolées qui puissent agir sur elle. » on le voit, m. de hartmann n’hésite pas à accorder aux plantes une sorte de sensibilité et une sorte de conscience. c’est là, pour lui, le point de départ de toute une philosophie. car si les sont conscients, si tous les centres ganglionnaires le sont, toutes les cellules vivantes , toutes les molécules elles-mêmes chaque fois qu’elles se lieurtent et se choquent, ces éparses, innombrables, servent seulement d’instrument à une volonté	sexuelles	1	1
monde_illustre	1873-01-11	1	10	PAG_00000010_TB000012	716	1174	225	4693	de ces derniers que se place l'épisode fameux de ba- laam. des conflits ne tardèrent pas à éclater entre les deux nations sœurs, devenues voisines et rivales; la pujtte se prolongea avec des fortunes diverses jusqu'à l'^vénémj|nt-!de dàvid âu trône. le petit pâtre de bethléhexn,>quoiqu'èt-moitié'moabi.te par son aïeule ruth; jî'bq-ti tras moins aux moabites une guerre d'extermi#n4tion. il les,rejeta au sud du fleuve de l'arnon, ce rhin hébreu, frontière éternellement revendiquée par les deux peuples, et leur imposa tribut. salomon ou- vrit son harem aux belles et voluptueuses filles de moab. , -.	voluptueuses	1	1
presse	1873-01-21	1	3	Page1_Block16	6816	834	1718	140	en effet, que les femmes se passioniletife pour les liommes à (|ui elles doivent leur» forfriiité; en général, elles aiment mieux être pro tectrices qtto protégées. inspirer la recon naissance leur est plus doux que la ressen tir. ce qui leur plaît surtout, c'est de mon-; :trer leur supériorité, et, précisément parce, que leur sexe semble condamné par la na -r titre à une situation dépendante* elles sont heureuses quand les 1 rôles se trouvent in tervertis, quand ce sont elles qui domi nent, qui protègent, qui' obi igent. m m ® de' maintenon devait trop à louis xiv pouf pouvoir en être amoureuse; ajoutons que l'âge où elle l'épousa n'é tait plus l'âge de l'amour, et cju'on ne peut demander à une femme de cinquante ans la naïveté d'impressions, la fraîcheur d'i dées et de sentiments d'une jeune ingénue d'outre-rhin. m me de maintenon sentait que le roi aurait été ridicule, s'il l'eût aimée comme il avait aimé m 11  de 'la val- lière,etque le'temps des extoses erotiques était irrévocablement passé. elle se disait avec raison que louis xiv était fidèle à' dieu, bien plus qu'à elle-m.êmej et que 1$ crainte de l'enfer, le désir du salut avaient : la plus grande part au changement inat tendu qui s'était tout à coup produit dans les moeurs d'un souvferain jusqu'alors si voluptueuxmït si volage. chez -le louis xiv : • de 168h, le dévot primait de beaucoup l'a mant, la piété, l'emportait sur l'amour, et c'est la religion, plus encore que la ten dresse, plus même que l'habitude, qui em pêcha m rab de maintenon d*avoir des ri vales. en résumé, le sentiment du roi pour elle était des plus complexes. il y avait là un mélange de religion et d'amour physi que, un çalçul de raison et un entraîne-, ment de cœur, une aspiration aux joies douces de la vie de famille et une inclina tion romanesque, une sorte d'accord entre le bon sens,français, subjugué par l'esprit, le tact, la sagesse d'une femme éminente, et l'imagination espagnole, séduite par pi-, déè d'avoir arraché cette femme d'élite à : la misère, pour en faire presque une reine. notons enfin que louis xiv, toujours spi- ritualiste, toujours religieux, avait la con viction intime,que m mo de maintenon.était envoyée par le ciel pour lui faire faire son salut, et que les pieux conseils de cette sainte, qui'savait rendre la dévotion si abs trayante et si aimable, lui semblaient être autant d'inspirations d'en haut. on né doit pas croire pourtant que l'af fection de loujs xiv pour m me de mainte non fût purement idéale. si l'âme y était pour presque tout, les sens y étaient aussi pour quelque chose. nous nous contente-' rons à ce sujet d'invoquer le témoignage de l'abbé de ciioisy : ■ , . « il ne voulait pas se remarier, dit l'ab bé, par tendiresse pour son peuple. il se voyait trois petits-fils, et jugeait prudem^ ment que des princes d'un second lit pour raient, dans la suite des temps, causer des guerres civiles. d'un autre côté, il ne pou vait se passer de femme. m mo de maintenon lui plaisait fort. son esprit doux ét insi nuant lui promettait une conversation agréable et capable de le délasser des soucis de la royauté. la personne était encore ai mable, et son âge 'la mettait hors d'état d'avoir des enfants. » il ne faut pas-, d'ailleurs, oublier que la vie des feqaipaes véritablement belles, a, comme la nature, ses radieuses journées d'automnev ses étés de la saint-martin. —; pour ces femmes-4 à, le-temps des conquê tes se prolonge beaucoup plus qu'on ne le croit d^ordifraife. oh ne sait point la véri té à'cet égard, .çarcè qu'un préjugé limi tant à un .certain âgé la période des succès féminins est répandu dans le public, et que les amoureux, n'étant plus flattés de l'affection de femmes qui ont dépassé la jeunesse, mettent parfois à cacher leurs passions autant de soins qu'ils én met traient à les faire deviner, si leurs idoles avaient vingt ans. j'ai, pour ma part, la persuasion que les hommes au-dessus de quarante ans plaisent moins que les fem mes du même âge. ils peuvent avoir encore du feuccès par leur argent, par leur posi tion, par leur esprit, mais ôtez-leur ces avantages, ils ne produiront aucune im pression 1 au contraire, des femmes qui ont bassé la quarantâîïre ,~lorsqu j eiles ont une beâuté réelle, gardent encore des charmes qui les font aimer pour elles-mêmes, in dépendamment de tout avantage autre que leur beauté. cela-n'empêche pas les liom- mçs, qui font les lois et qui imposent les idées, de proclamer qu'une femme dôitren te ans est aussi vieîllequ'un hommede qua rante. mais cette théorie n'est, selon nous, qu'une preuve dé plus de la fatuité mascu line. m mo de maintenon n'éstpas le seul exem ple d'une femme don't le prestige ait sur vécu à la jeunesse. diane de poitiers avait dix-neuf ans de plus que henri ii. elle était, âgéade .quarante-huit ans, quand ce prince monta sur le trône, et lorsqu'ilinou- rut, douze ans plus tard, elle était encore sa maîtresse, la reine de son cœur. le fils de m mo de sévigné n'avait, que vingt-qua tre ans'iorsqu'ils'àmoura'cha de ninon de lenclos; qnren avait cinquante-cinq, etlui sacrifia lachampmeslé, alors dans toutl'é- clat de la; jeunesse et du talent. gomme diane de poitiers, comme ninon de len- clos, m m0 de'maintenon re faisait remar quer par une conservation merveilleuse. elle n'avait point eu d'enfants, et la régu larité de sa conduite avait contribué à écarter les rides de son noble et tranquille visage. elle faisait penser à ces dernières belles journées où les rayons du soleil, pour avoir perdu de leur éclat, n'en ont pas moinsencore une douceur pénétrante.comb ine dit l'abbé de choisy : « elle n'était pas jeune, mais elle avait les yeux vifs et brillants, l'esprit pétillait ,sur son. visage. » saint-simon lui-même, son impitoya ble détracteur, est obligé d'avouer « qu'elle avait beaucoup d'esprit, une grâce incom parable à tout', un air d'aisance et quel quefois de retenue et de respect, avec un langage doux, juste, en bons termes et na turellement éloquent et court. » lamar tine, cet admirable génie qui avait l'intui tion de toutes choses, a défini mieux que personne le sentiment de louis xiv : • - « l'attrait pour m mo de maintenon, beauté mûre, mais préservée par le recueil lement et la chasteté de la vie contre l'éva-	erotiques	1	1
gaulois	1873-01-23	1	1	P1_TB00024	3494	780	2611	1029	cela s'élançait une foule de dominos, mystérieusement encapuchonnés de dentelles et couverts des riches toisons de la zibeline ou du renard bleu. on arrivait au vestibule: deux nègres vêtus en coureurs louis-xv, deux vrais zamoreque n'eût point désavoués lancret, le peintre des fêtes galantes de louvèciennes, avec la jupe ballonnée de soie cerise, le corselet de brocart d'or, la calotte d'écarlate au bouquet de plumes d'autruche ouvraient les doubles portes. en face, sur le vaste palier de l'escalier de marbre, se tenait le maître de la maison, affable et souriant, tout à tous, étincelant de croix, chamarré' de cordons, tendant aux arrivants une main cordiale. quelques pas de plus, on entrait dans les salons, dans les galeries pour mieux dire. les murs sont couverts du haut en bas de toiles de maîtres, les angles remplis par des statues ou des bustes sur leurs piédouches. dans ce cadre féerique un spectacle étrange, vertigineux, original. une foule profonde, serrée, éclatante. sur le fond sombre des habits noirs se détachent violemment les toilettes roses, bleues, paille, incarnat. les diamants resplendissent et renvoient en feux de mille couleurs la flamme de mille bougies. des femmes voilées à outrance, d'autres audacieusement décolletées, mais toutes masquées. la figure est cachée, mais la gorge est presque découverte, les riches épaules à la rubens débordent des épaulettes des corsages; les bras sont cerclés d'or, comme ceux des courtisanes vénitiennes que peignait le titien. les nuques rondes sont dévoilées et débarrassées même des dentelles transparentes. des chevelures blondes, chères à véronèse, de fauves comme celle qu'affectionnait titiano-vecelli, de brunes à reflets aile de corbeau. une symphonie de couleurs, un scintillement de pierreries, une irradiation de beautés et de voluptueuses splendeurs. des hommes constellés de croix, des têtes fines, d'autres artistiques, aes profils de diplomates à masques impassibles, des figures de poètes, de compositeurs, sillonnées, ravagées, ravinées, comme si le feu du ciel avait passé par là. toutes les beautés. tous les talents. toutes les illustrations. paris viveur, paris artiste, paris diplomate, paris aristocratique, paris galant. la fleur de cette ville étrange et suprême, qui est, elle-même, une fleur entre toutes, fleur au subtil et vénéneux parfum dont quelques-unes vivent et dont beaucoup meurent i c'est dans ce milieu qu'edmond de la guerche, mon camarade le plus aimé, entendit pour la première fois la voix d'or de la comtesse jeanne qu'il aimait en secret depuis trois ans, sans oser le lui dire. c'est dans un coin de ce féerique salon blanc et or qu'ils causèrent trois heures perdus au milieu de la foule, elle étreinte dans ses bras, lui buvant ses regards et son haleine. c'est là qu'elle lui remit un fragment brisé de la chaîne dorée qui retenait sa cassolette et qu'elle lui dit : rapportez-le-moi après-demain soir à neuf heures devant la porte du couvent des carmélites de neuilly. je ne sais s'il y alla, mais ce que je sais, c'est.que quand la guerche se fit héroïquement tuer außourget, le fragment déchaîné brisée était scellé à son poignet et qu'on trouva sous sa tunique une miniature de la comtesse jeanne. . v si arsène houssaye redonne une fête, j'irai revoir le coin où la guerche et la comtesse jeanne se sont parlé pour la première fois. fervacques.	voluptueuses	1	1
petitjournal	1873-01-25	1	1	PAG_1_TB000040	401	781	933	3694	le dissimulait pas. il lui avait dû les premières ivresses de son adolescence, ces sensations âpres ou exquises qu'on ne saurait oublier, dans sa cellule même, il tressaillait au souvenir de cer'taines de ses attitudes, il revoyait ses yeux noyés de voluptueuses langueurs, il entendait le timbre charmant de sa voix, il respirait le parfum qu'elle portait, d'habitude.	voluptueuses	1	1
