work	date	issue	page	block	height	width	hpos	vpos	text	active_words	occurrences_words	unique_words
petitparisien	1903-01-01	1	4	P4_TB00031	1639	769	1641	4859	la séance est reprise à trois heures et quart sous la présidence de m. paul escudier. coït me sanction à la partie du rapport général de m. â. rendu, relative à la réorganisation du personnel des services hospitaliers. m. g. bertrou fait adopter, au nom de la cinquième commission, une délibération approuvant dans son principe ledit projet ei invitant le directeur de l'assistance publique à présenter dans le piu3 bref délai l'organisation des cadres et un état du personnel. m. dausset fait allouer, au nom de la quatrième commission, une subvention de 10,000 francs pour participation à l'œuvre de la maison de retraite des vieux artistes dramatiques parisiens, il fait aussi approuver les budgets de l'école edgar-quinet et des écoles professionnelles de filles. les produits de l'octroi pour 1903 sont rapportés par m. froment-meurioe, qui lait approuver l'inscription d une recette de 109 millions 200,000 francs semblable à celle réalisée en 1902. a propos des articles concernant l'entretien des promenades et plantations rapportés par m. evain, m. bouvard s'élève contre les réductions qui ont été opérées. il fait observer que d'importantes diminutions ont été faites les années précédentes sur ces articles. si on continue dans cette voie on mettra les promenades et les jardins de paris au mêmç rang que ceux des dernières villes de france. après discussion, le conseil adopte une proposition transactionnelle qui donne satisfaction à l'administration. au nom de la quatrième commission, m. deville, rapporteur général, annonce que la commision a commencé ses études relatives à la création d'un théâtire lyrique populaire. a ce sujet, il dit que l'etat serait disposé à autoriser les directeurs des théâtres subventionnés à mettre à la disposition de l'œuvre du théâtre lyrique populaire les éléments qui sont à leur disposition. l'etat même y ajouterait une	coït	1	1
rappel	1903-01-01	1	1	PAG_00000001_TB000096	642	1021	2662	4735	la première fois qu'il se décida à exposer, sur les instances de quelques amis, au champ de mars de 1891 je crois, la critique sentit que m. schnegg serait quelqu'un. ses femmes ont une sensualité triste bien moderne, et cependant la grâce toute française et le souci des traditions du 18* siècle. considérez telle de ses statuettes, vous y retrouverez la rondeur grassouillette des nymphes de boucher, la carnation voluptueuse d'une bergère de fragonard. ce sont les mêmes profils d'une élégance savante, l'ovale plein, les paupières ua peu bridées, le nez retroussé, le sourire narquois, les lèvres provocantes -et frondeuses.	sensualité, voluptueuse	2	2
xixe_siecle	1903-01-01	1	1	PAG_00000001_TB000086	873	1024	2480	4729	la première fois qu'il se décida à exposer, sur les instances de quelques amis. au champ de mars de 1891 je crois, la critique sentit que m. schnegg serait quelqu'un. ses femmes ont une sensualité triste bien moderne, et cependant la grâce toute française et le souci des traditions du 18' siècle. considérez telle de ses statuettes, vous y retrouverez la rondeur grassouillette des nymphes de boucher, la carnation voluptueuse d'une bergère de fragonard. ce sont les mêmes profils d'une élégance savante, l'ovale plein, les paupières un peu bridées, le nez retroussé, le sourire narquois, les lèvres provocantes et frondeuses. personne, depuis clodion, n'a su mettre tant de joliesse dans un mouvement et rendre avec tant de bonheur le geste exquis d'une amoureuse, — de ce joli potit animal de femme, disaient nos pères.	sensualité, voluptueuse	2	2
aurore	1903-01-03	1	3	PAG_00000003_TB000159	92	543	1746	3856	plusieurs «personnes ont été renversées par le vent et plas ou moins grièvement blessées. la conduite d'eau du village, ainsi quo plusieurs avant-toits coït été démolis.	coït	1	1
journal	1903-01-04	1	1	PAG_00000001_TB000065	323	1018	2389	1682	qui sait? peut-être - elles ont été capables. d'amour et de rêve. mais elles ne sont plus qu'un moulage splendide façonné par la main voluptueuse de 1 homme, au-dedans, elles sont « pleines de vide ».	voluptueuse	1	1
le_pays	1903-01-05	1	4	PAG_4_TB000130	649	1036	5962	3527	le juge avait rendu un arrêt' provisoire, ordonnant de détacher les documents coït forrn6men 1 à la requête,-tn-ais. .lasubstitut il il procureur du présenta, -<fës: conclusions s'opposant ït ce ijué.lmi -fit droit à là requête du juge de paris et demandant une modification de l'arrêt provisoire ; il ae-ba-sait sur cet argument que si les actes pas...ses à la requête des frères crawford; e.u de. ceux qui s'étaient servis de ce nom étaient faux, ce sont les tribunaux espagnols-qui ont qualité pour entendre du délit et .par conséquent ils ne peuvent se dessaisir dea preuves en les envoyant en france.	coït	1	1
debats	1903-01-06	1	1	P1_TB00038	2026	911	2145	5923	henriade, du tome 111 de l'esprit des lois, et du tome iv de l'encyclopédie, il plaça un livre à demi-ouvert, portant sur le dos : pierres gravées et laissant voir une gravure pompadour sculpsif avec ces mots : représentation de la situation où est le graveur en pierres fines et des divers instruments, tandis que, à terre, un carton armorié et noué de faveurs bleues renferme l'œuvre gravée de mme de pompadour. ce jourlà, latour lui-même céda aux lâches complaisances. si elle ne mérite pas de prendre rang parmi les artistes de son temps, mme de pompadour exerça-t-elle sur eux, sur l'orientation de l'art, une influence appréciable et réfléchie? et dans quel sens agit cette influence? là-dessus, deux opinions principales et contradictoires, qui se subdivisent en appréciations plus ou moins divergentes. tant que l'art du dixhuitième siècle resta sous le coup de l'anathème majeur des docteurs et des académiciens de l'école davidienne, mme de pompadour fut englobée dans le même discrédit que tous les maîtres de son temps. de même que boucher « n'avait aiguisé son crayon et broyé ses couleurs que pour charmer les yeux du vice »y celle dont il fut le peintre favori était tombée,- avec toute la défroque et les bibelots de son règne, avec «'l'art pompadour», aux « galetas de la brocante ». et, sur. ce thème, la vertu des moralistes et l'esthétique sublime des théoriciens du beau absolu rivalisèrent d'éloquence pendant un demi-siècle. le règne des davidiens passa comme celui de boucher; une réaction se fit en faveur des « petits maîtres » décriés, et mme de pompadour en bénéficia, comme ses peintres et ses courtisans. dans une série d'articles de la gazette des beaux-arts sur l'art et les femmes en france (exclusivement consacrés en réalité à mme de pompadour) m. de la fizelière écrivait, en 1859 : « ... tableaux, statues, villas, palais, meubles, bronzes, bijoux, romans, madrigaux, toilettesportentl'empreinte irrécusable de l'esprit, de la gaieté, de la légèreté, de la grâce, de la sensualité et de la coquetterie de cette	sensualité	1	1
intransigeant	1903-01-06	1	3	Page1_Block52	440	780	202	5954	--iv’. - • h. -■■«* ; ;** ; -s , ».-»■ rjt’l > •' \ --.a > * w’., - ... - -....-,-1--- 4 ’i-^ • (surfe.) georges, avec une sensualité , gourmande manifeste, éplucha ses crevettes* plongea sa cuiller dantlès |l 3 çcs bruns de la terrine, d’où s’exhalait une d,éli- cleusa. odêar rië gibiër èfc *	sensualité	1	1
journal	1903-01-06	1	3	PAG_00000003_TB000054	1063	1028	4529	4596	notre publie du dimanche a grandement fêté mme blanche margerie, du théâtre de la monnaie de bruxelles, qui a délicieusement chanté voisinage, de chaminade, et s'est montrée vocalisatrice incomparable, dans la cavatine du barbier de séville; savoix, d'une souplesse infinie, se. joue des difficultés. comme cantatrice et comme professeur, mme margerie mérite d'être classée, assurément, au nremier rang.. la partie instrumentale du programme permit d'applaudir m. maurice bommer, violoniste au jeu brillant, qui fut très applaudi, et mlle germaine tassart, qui, sur un parfait gaveau, nous donna l'a primeur des valses tour à tour entraînantes et voluptueuses de m. gaston roux, persuasion, sédtlcuon, inquiétude, après le flirt, sont les titres de ces? valses, jouées à la perfection par mue tassart, et qui furent très goûtées de notre public. le jour où m. gaston roux écrira un ballet, nous lui prédisons un vif succès.	voluptueuses	1	1
presse	1903-01-07	1	3	Page1_Block160	5508	805	949	521	les progrès de l'homicide, du sui cide et de la criminalité. le respect de la vie privée paraît être le sentiment qui s'émousse le plus au contact de la civilisation moderne. qu 'il s'agisse de ia vie individuelle menacée par le suicide ou de là vie des autres mise en danger par l'ho micide, nous assistons à une recrudescence véritablement alarmante de ces manifesta tions de la dégénérescence psychique.. ï1 n'est, pour ainsi dire, pas de jour <jui n'ap porte son élément criminel à la satisfaction de la curiosité publique et nous assistons à ce phénomène social, étrangement doulou reux, d'une civilisation propagée pour assu rer, en somme, le bien-être de la vie et, qui n 'aboutit qu 'au mépris de l 'existence des au tres ou de la sienne propre. l'homicide « désintéressé » l'homicide est assurément la foméla plus triste de ce phénomène; car il s'exerce au : détriment d individualités qui n'ont souvent d'autre raison d'être désignées que parce qu'èlles gênent la satisfaction des appétits ou des passions d'un autre individu. l'homicide; il est vrai, revêt deux formes, selon qu'il est dicté par la cupidité ou ,qu'il fait partie des crimes en apparencejdésinté- ressës dont le prototype est le crime pas sionnel. or,.'il est remarquable qu'à mesuré que la première de ces formes subit une di minution heureuse, la deuxième au contraire ne cesse d'augmenter. actuellement, ces ho micides, qualifiés de « désintéressés » par le docteur toulouse, sont trois fois plus nom breux que les précédents. . la rigueur des tribunaux, réservée plus particulièrement aux crimes dont le mobile est le vol ou la cupidité, n'est pas la moindre raison de leur diminution. . il faut y ajouter le développement des me sures de précaution prises dans l'intérêt des citoyens et de leur préservation, un progrès réel accompli dans la surveillance ou ia mise hors d'état de nuire des individus dange reux, moyens matériels qui ont un mérite incontestable et qui, sans donner pourtant ia seule explication de la diminution dé la cri minalité cupide, y contribuent pour la plus large part. ' mais si la société se préoccupe à bon droit de se préserver contre ces êtres, elle semblé se désintéresser totalement de cette autre catégorie ' d'individus qui mettent une cer taine recherche à commettre le crime, l'en veloppant dans une certaine atmosphère de sentimentalité, le légitimant par une com- plexion particulière, sachant le rendre pres que sympathique, mais... le commettant tout de même. c'est le crime passionnel ; c'est l'amant qui tue le mari de sa maîtresse quand il ne tue pas cette dernière avec; c'est le mari trompé qui « voit rouge » et qui, froidement, sup prime une et quelquefois deux existences, ne cherchant pas à se demander s'il a le droit •de trancher ainsi brutalement le cours d^une ou plusieurs vies pour une blessure faitè à son amour-propre. a. côté de ces crimes qualifiés passionnels, il y a l'homicide, non moins désintéressé, provoqué par la haine, les discussions domes tiques, la vengeance, les querelles.: a la fa veur.de toutes ces circonstances, les indivi dus s'entretuent, avec une désinvolture ex traordinaire, et nos mœurs ; ont ainsi évolué qu'on différencie.ces crimes en les qualifiant meurtres au lieu de tes appeler assassinats. ceux qui les comm'srent savent qu'ils n'ont plus à craindre d'expier leur crime, l'ancien adage, « celui qui tue sera tué », ayant com plètement disparu.- un homme s'intéresse plus particulière ment,à ces questions, c'est m. le docteur toulouse, l'un de nos médecins aliénistes des plus distingués. nous devions, faire appel, à son opinion ; la voici : '' ' ' ■ m. le docteur toulouse^ médecin de l'asile vilbejuif — « l'homicide désintéressé se multiplie, dit l'éminent aliéniste, parce qu'il chaque peu l'opinion publique et notamment les jurys, ainsi que le prouve la proportion élevée des acquittements. avec les moeurs actuelles, le, meurtre est un exercice moins dangereux qu'on ne pense quand il ne s'y mêle pas une basse cupidité d'argent. la suppression d'un homme ou d'une femme qui met obstacle à vos .désirs ou à votre activité est-chose très peu com promettante et qui l'est moins assurément que le vol d'une denrée alimentaire; on ris que en somme peu; selon les circonstances, même, le meurtrier peut gagner, quelques sympathies. il n'est pas surprenant que le jury se mon tre bienveillant, il èst encouragé par l'opi nion publique, il semble que, dans la fouie, l'instinct de la conservation soit moins cho qué par le meurtre que le sentiment de la propriété ne l'est par le vol. » m. le docteur toulouse n'est pas d'ailleurs' un de ces « excusateurs publics » qui consi dèrent le crime comme un acte d'aliéné : — « nous voudrions,-dit-il, que l'homicide fût réellement un acte morbide-. mais la vé rité c'est que cet acte ne comporte pas la folie comme condition nécessaire. en . outre, cette conception est dangereuse,parce qu'elle affaiblit la répression.. les établissements d'aliénés risquent de devenir des refuges, des lieux d'asile où certains vicieux peuvent accourir après un délit et- se réclamer de la médecine comme les criminels du moyën- âge se réfugiaient dans le temple et se récla maient du dieu qui y était adoré. » le remède est complexe; lé docteur tou louse l'envisage ainsi : — « pour-les crimes de haine et de ven geance, il est dans une plus grande justice sociale, dans une plus grande liberté pour, l'amour contrarié,dans des mesures sévères contre l'alcoolisme, la recherche de la pa ternité et des garanties accordées à la femme séduite. l'agglomération est un danger social. le surpeuplement des habitations excite les pas sions sexuelles et favorise les réactions cri minelles qui en résultent. . r le plus gros danger est encore dans l'ins tinct de l'imitation extraordinairement favo risé par la presse.- si elle faisait moins de ré clame aux meurtriers sympathiques, les im pulsions aux violences perdraient,beaucoup de leur force. « car, disait gall, il y a une in- clinatiou qui va par degrés depuis le plaisir de voir tuer jusqu'au désir le plus impérieux de tuer »; c'est-seulement par l'éducation qu'if faut modifier les instincts et inspirer aux enfants l'horreur du sang versé. dans nos prochains articles, nous étudie rons les progrès du snicide et ceux de la cri minalité. marins beraé.	sexuelles	1	1
