work	date	issue	page	block	height	width	hpos	vpos	text	active_words	occurrences_words	unique_words
tintamarre	1865-01-08	1	6	PAG_00000006_TB000030	292	1102	425	2967	la salviani est une vraie danseuse du primo carlello. mais peutãªtre ne rã©alise^t-elle pas l'idã©al .des amateurs dela.danse franã§aise. son'excuse, c'est qu'elle est italienne. ses pointes sont merveilleuses et la force chez elle n'exclut pas l'ã©lã©gance; elle a des poses abandonnã©es d'une hardiesse, d'une souplesse voluptueuse et dã©cente ã  la fois,, qui ont ã©tã© remarquã©es et trã¨s applaudies. peu de ballon, disent les difficiles; cependant la sociã©tã© desplus lourds ■ que l'air s'en accommoderait moins encore.	voluptueuse	1	1
petitjournal	1865-01-10	1	1	PAG_1_TB000038	160	783	1778	2685	le maure accroupi met plus de gravité à savourer sein inséparable chiboùc il le fait avec une sensualité calculée et à l'air d'être plongé dans de sublimes extases,	sensualité	1	1
courrier_gard	1865-01-12	1	2	PAG_00000002_TB000089	164	776	2662	1822	un maure accroupi met encore plus de gravité à savourer son inséparable chibouc ; il le fait avec une sensualité calculée et à l’air d'être plongé dans de sublimes extases.	sensualité	1	1
presse	1865-01-13	1	2	Page1_Block8	6927	826	1724	31	el d'howard (n.) avaient investi la ville, tan dis que la flotte-, après avoir retaonté la ri vière-. s'était einbossée à portée de canon. a une première sommation, le général ilardee !s.), qui occupait, la ville avec une garnison de 15.000 hommes , répondit qu'il était en état de se défendre, mais ce n'était qu'un moyen de,gagner deux ou trois jours de répit, car il n'avait pas de moyens suflisanls de résistance, .et les habitants pe semblaiènt pas du tout disposés à subir les épreuves d'un bombardement aussi, tandis que les fédéraux élevaient leurs batteries pendant la soirée du 20 décembre, ilardee (s.) abandonne la ville avec son infanterie et son artillerie de campagne, traversant la rivière savannah en aval, h un point où il est i i ij vuo des lignes de la flotte fé- déialco-. de ,a g 0 il tit'. il a ^rig. ,uu i - ..o iuu«; appelé*; union çauseivatj. en partant, il a brûlé tout ce qu'il a pu d'tip lirovisionnemenis de coton et fait sauter l'arsenal et les vaisseaux cuirassés qui s'y îrouvaieht, mais il n'a pa-s eule temps d'en- ciouer sa grosse artillerie ni de détruire ses magasins. dans la matinée du ïs, l'a'.ant-gdrde de 1 expédition fédérale a pris possession de ba\annah. et le lendemain sherman a pu adresser critte dépèche au président lin- coin : «.excellence» . y je vous offlé. comme présent do nol, la s die de savannah. avec loo canons de gros calibre et de nombreuses munitions, fct à peu piès ;'j,00<> balles de coton. >> \v.-t. sliliuman. » ; . une colonne a été expédiée à la poursuite debl j.001 échappés desavanrah; el'epour ra les atteindre ùiindë cës nombreux cours d'eau qu'il faut traverser. 5 les détails que l'on a reçus sur les trois journées, do combat livrées par l'année fé dérale, commandée par thomas, à l'armée sudiste, que ifood avait si imprudemment amenée sous les murs de inashville. coinme pour en faciliter la destruction, prouventque les confédérés se sont battus avec une gran de énergie, surtout après avoir été délogés de leurs lignes de circonvaiiation ; le se cond jour, iis s'étaient concentrés et for-, tilles derrière une, rangée de hauteurs couvertes de bois, dont: le point culminant était défendu par la division de s. d. lee (s.). il fallut successivement donner l'as saut à toutes ces hauteurs vomissant le feu et le plomb : les fédéraux ont montré beau coup d entrain et de résolution; içais le fort occupé per la division lee avec james de brentwood ilill leur a coûté cher. deux fois les colonnes d'assaut accueillies .par.des ■volées-;de-..mitraille et .de mousqueterie. avaient été brisées et obligées dedescen-, dre cette rampe en désordre. mais le général sherinan (n.) avait dit : « il nous faut cette hauteur! » et le général wood (n.), chargé d'exécuter l'ordre , ramenait toujours ses bataillons au feu, répétant : « il nous faut cette hauteur ! » enfin, grâce à une attaque de flanc faite par la division sherman (i\ ), la forteresse, prise entre deux feux, fut en levée. et ce ne fut qu à grand'peine que s. 1). lee (s.) put rejoindre le reste de l'année ■dehood, qui cherchait-son salut dans une retraite précipitée. le troisième jour , n'a été. à vrai dire, qu'une poursuite de la cavalerie fédérale, qui n avait la peine que défaire des prison niers et de ramasser les armes jetées par les fuyards. le but de wood est de repas ser le -tennessee et d établir une base d'opé rations à ,1'uscumbia : mais les canonnières fédérales commandent la rivière, et si l ar- ■méede.-tiiomas.(n.) .se présente, en force, elle n'aura pas de peine a prendre et à dé truire les débris de l'armée radicale échap pée au désastre de nashville.-.la grande ex pédition maritime préparée avec tant.de force pour opérer la prise de wilmington, n'a pas répondu aux espérances qu'elle a fait concevoir. . wilmington est le dernier port ouvert aux communications parr-mer des confédérés. c est par-là qu'ils expédient ces riches car gaisons de coton dont la vente a liverpoo! leur a permis, jusqu a présent,- de payer les frais de la guerre. on peut se faire une idée de l'importance de ces transactions par le fait sui vant: une maison anglaise. moss alex. co- :lhe el c s'est engagée à fournir 2o().0lj0 ca rabines au gouvernement de la.confédéra- lion.-payables.en coton, une balle par cha que carabine. mais elle a pris a ses risques et pénis les chances de -débarquaient des armes et d'enlèvement du coton. les armes représentent une-valeur de 2. 500,000 dol lars, et les 51,500.000 balles de,coton données en paiemcnf au prix de liverpool, valent 5t) millions de dollars,ou250 millions de francs. l'armada fédérale se composé de 30 bâti ments de guerre:et0monitors. sans compter des transports ; elle- est commandée par l'a- inu-al porter : elle a pris un corps de débar- 1 quemeiit sous les ordres du général b. but ler (rs). elle a été-assaillie en pleine mer par une terrible tempête ; mais elle n'en est pas moins arrivée en vue de .wil- ; mington le • 21 décembre. l attaque de cette place maritime ...présente , beaucoup -plus de difficultés que celle de la nouvelle-or- léans: : l entrée : duport au cap fear est dé- f-ndue par trois baies très dangeieuses. des i lots' munis dévastions montés avec des piè ces de gros calibre; des rescifs redoutables 1 appelés les fiiigas ; le fort fished ué- f èn&'faderal-puint et le fort.calvett protégé' le nexv-.lulel. la côte de la terre, qui se trouve aussi .sous la protection de batteries multipliées, so-compose d'un-fonds imprati-r; cable de sables mouvantsret de marais. .; le'23v l'amiral porter a ouvert le feu sur le fort fisher, pendant qu'un-corps de -dé barquement -attaquait les fortifications de terre. on ne peut juger des avaries faites au fort par le bombardement de la flotte; mais l attaque de terre a éprouvé un vérita ble échec. le général major butler (le der- nier ciuihen- qui ait.encore un commande ment. .dans ies armées fédérales) a donné oïdie de remb.uqier se 1 - tioupes cl est re venu au fort monroe, déclarant imprenable le fort fisher, dont l'amiral porter continue le bombardement. . l acte du général butler est mquilifiable; il ue-devait point se charger-d'une expédi tion dont il ne connaissait point les di!li-ul- lé«: et qu il abandonnemi premier échec: il dcvta lui ètie demandé un compte sé\èie de sd''onduitc ll ést (liff'ici'e de juger les plans-de sher man on croit cependant qu'il se propos} d'opérer sa jonction avec. le général granten traversant la caroline du sud, •	pénis	1	1
presse	1865-01-21	1	3	Page1_Block54	2150	813	3359	4833	autour de ce bâtiment,., où, nous l'avons dit, la-peur, plus encore que l'amour, avait réuni une cour à laquelle il ne manquait que les quelques personnes qui avaient suivi la royauté à palerme, cour dont la belle cour tisane du comte de halifax était la reine, se pressaient, nous l'avons dit, plus de cent barques chargées de musiciens, qui exécu tant les mêmes airs que l'orchestre du vaisseau, étendaient, pour ainsi dire, sur le golfe, éclairé par une lune magnifique, une nappe d'harmonie. naples était bien, cette nuit-là, la parthé- nope antique, fille de la molle eubée, et son goîfe était bien celui des sirènes. dans les plus voluptueuses l'êtes données sur le lac maréotis par cléopâtre à antoine, le ciel n'avait pas fourni un dais plus cons tellé d'étoiles, la mer un miroir plus limpi de, l'atmosphère, une brise plus parfumée. il est vrai que, de temps en temps, quel-, que cri de douleur, poussé par ceux que l'on égorgeait, passait dans l'air, au milieu du frémissement des harpes, des violons et des guitares, pareil à une plainte de l'esprit des eaux; mais alexandrie, dans ses jours de fêtes, n'avait-elle pas, elle aussi, les gé missements des esclaves sur lesquels on es sayait des poisons ? a minuit, une fusée qui éclata dans le pro fond azur du ciel napolitain, éparpillant ses étincelles d'or, donna le signal du sou per. le bal cessa, sans que la musique s'é teignît, et les danseurs, devenus convives, descendirent dans l'entrepont, dont l'entrée jusque-là avait été défendue par des senti nelles. si nous parlions encore aujourd'hui le langage en vogue à cette époque, nous di rions que cornus, jbacchus, flore et pomone avaient réuni, à bord du foudroyant, leurs trésors les plus précieux. les vins de fran ce, de hongrie, de portugal, de madère, du cap, de la commanderie, étincelaient dans des bouteilles du plus pur cristal d'angle terre, et eussent pu donner non-seulement la gamme de toutes les couleurs, mais en core celle, de .toutes, les pierres précieuses,	voluptueuses	1	1
le_pays	1865-01-23	1	1	PAG_1_TB000150	1005	1011	5474	7264	ce que bressant a accusé surtout chez tartuffe, c'est la sensualité ; on sera peut-être même tenté de trouver qu'il donne à cette sensualité une expression parfois trop charmante : il pétille, ses yeux brûlent, il a des gestes d'une concupiscence délicieuse et raffinée; en un mot, rien en lui ne repousse, et on doit regarder elmire comme une femme d'un rare mérite pour entendre sans émotion un langage aussi brûlant exprimé avec une.telle grâce. l'idée que nous pouvons nous former de la vertu d elmire y gagne assurément. bressant, on le voit, a developpé le rôle dans le sens de ses facultés propres : on ne sera donc pas surpris qu'il soit beaucoup plus faible dans la partie qui demande de l'énergie, notamment dans la fameuse scène :	sensualité	2	1
presse	1865-01-23	1	3	Page1_Block5	1723	818	882	54	pièces originales, \% registres in-p, qui sont déposés aux archives nationales.,par un hasard lieiireu*, les êvénéineilts flii jour donnsiit un très vif intérêt à tout ce qui a traita la liberté religieuse. les erreurs de nos pères et les fautes commises doivent ser vir à nous éclairer. madame de sablé (par victor cousin, in- •18).—eludes sur lès feiftnies- illustres et lu société du dix-septième siècles èsfc-cfe bien un livre d'bistoire qu'a voulu écrire l'auteur dans cette série d'études qui fait repasser sous nos yeux toutes l'es figures, intéressan tes du grand siècle ? notis iië l'affirmerions pas. ce qu'il y a de certain, c'est que ces li vres ont fait connaître l'époque de louis xiv sous un jour que nos tempe affairés n'ont pas toujours le loisir dé rechercher. tout n'est pas bon dans cette œuvre, tant s'en faut.un esprit trop exclusif a présidé à la composition. mais que de pages charman tes ! dans madame de sablé, surtout, l'aca démicien a trouvé un regain de jeunesse que ne dépare pas cet érotisme sénile qu'on a- vait remarqué dans madame de longuevi'le, ni ces velléités philosophiques qui se trou vant dans jacqueline pascal. m. cousin est un grand écrivain, rien de plus. crimes et délits de l'angleterre contre la france, ou l'angleterre jugée par clle'-même, par c. chaîelet, in-8. ■— mélange d'histoire et de pamphlet. l'histoire est maniée par un homme qui la connait et sait s'en servir. dates, faits, rapprochements'-révèlent une habileté peu commune dans l'art de les grouper ; le pamphlet est parfois un peu ru- 3e. l'auteur semble oublier ou méconnaître qu'an temps où nous vivons tout se trans forme rapidement, les mœurs comme le reste. ce qui était vrai politiquement il y a dix ou vingt ans ne l'est plus à l'heure '.où nous écrivons.	érotisme	1	1
figaro	1865-01-26	1	1	Page1_Block32	3259	1135	1270	2043	ce mot de'passe, à la rigueur, pourrait bien ouvrir au quêteur, en fait déporté, celle de lapohcacorrectiûnnelle, attendu qu'il n'y à en réalité ni incendie, ni paysans saris gîte ; - si quelque ' chose sent ie roussi, ce doit être le contrat de mariage de'ce bre- lan de maris chézlesqueis se présentele- vieuxlovelace -déguisé, suivant son expression, «marna de charité. un seul homme a flairé la ruse,, c'est m. de nantya, qui, — tout naturelle ment, —;est garçon, et qui, dès cé i moment, dévient le sur veillant incommode des projets de m. de mortemer, lit dans sa pensée .et se déclare-son ennemi/ - ' ilfairt crayonner à présent cét intérieur composé de trois jeunes ménages, sur lequèl un don juan fatiguent point ^cor rigé va promener ses désirs salissants et sbn capride qne. l'ofc- casioai fixera. qui va-t-ilséduire, de rébèocà, de clémence ou de louise? : ' / \ . r >,-jbébaecn a , vm'gliiibfie r saj'^6]cîjeune front-aujausd'hui indif férent, tous les rayons de l'astre du mariage, depuis la lune de mieljjusqu'àla lunerousse-i à mesure que l'astre ( s'échancre et, dans une dernière .transformation critique, menace de s'effiler en disque, rébecca s'impatiente de l'inaction de son cœur., qu'elle amuse avec des romans.ou qu'elle apaise avec la dévotion. m. du bourg , son mari , .est baillé dans ce bois immobile dont étaient laits les dieux raillés par rtfscinture; sa femmepeut lire des billôtg doux, répondre à une déclaration , aller à mn rendez-vous : il ne verra pas., il n'écoutera pas , il ne marchera pas afin de l'arrêter sur la pente où l'on glisse de l'étourderie à l'imprudenceet de l'imprudence 1 à l'adultère. encore éloignée de cette pente dangereuse, clémence n'éprouve que la satiété d'un bonheur trop complet et toujours le même. m. de ghavenay aime sa femme ; puis , quand il l'a aimée , il l'aime-encore. il faudrait la distraction d\m tout petit nuage placé entre l'azur uniforme du cœur declémence et les regards chargés de tendresse d'un épou v mii joue les amoureux sans jamais ajouter à son rôle quelque chose de piquant -ët d'im prévu qui en rompe la monotonie. c'est à eette jeune femme qui se iioie dans le bleu, que l'adroit mortemer montre de loin les belles teintes vertes du pommier sous lequel s'assit un jour mme eve, an belle humeur de eauserie , et trouvant dans le serpent à qui parler. m. de mortemer n'a pas la langue moins dorée que le diable qui allait en bonne fortune sous la peau d'un ophidiens comme lui, il excelle dans l'art de faire valoir les paysages où mûrit le fruit défendu. il éveille donè fortement la .curiosité de mme de chavënay, sans toutefois parvenir à exci ter sa gourmandise. d'ailleurs, clémence ne doit être pour ce relaps de libertinage qu'un caprice ébauché, qu'une amou rette abandonnée pour courir après .un autre amour. . louise de troènes, quoique mariée de la_veille, .est lamoins' mariée des trois jeunes amies. elle a épousé une machine qui se remonte toutes les vingt-quatre heunes, et qui, mue par un grand ressort, boit, mange, digère, se promène , fume des ci gares, bâille et s'endort. ni cœur, ni volonté, ni cervelle. de troènes regrette auprès de louise, qui a toutes les charman tes ignorances de la jeune fille, les filles qui l'ont ruiné et hébété. . , , mais vous ne connaissez encore qu'un, aspect- de ce vice à trois visages que l'auteur de la comédie a baptisé le « vieux garçon. » quand mortemer se montre quelque part, ses deux complices, clavières et yeaucourtois,.ne sauraient être bien loin. ce sont trois variétés du type célibataire, qui s'assemblent sans se ressembler. moins corrompu et moins actif que son chef d'emploi, peu entreprenant et point batailleur, clavières braconne sur les terres du mariage par habitude, par ennui et par esprit d'imitation. il ne s'en est fallu que d'un oui pro noncé à propos et d'une prpmenade faite dans la direction de	libertinage	1	1
siecle	1865-01-28	1	1	Page1_Block144	1869	805	3413	5069	la vigueui' des attaches, répondaient' chez elle à la richesse etàla perfection du modelé. quant aqx mains, la nièce d'eulvkès les avait super bes, et, -pour y entretenir la circulation du sang, l'influence nerveuse, en un mot lu chaleur et la vie, elle consacrait tous les jours quelques instants à cultiver elle-même ses fleurs préfé rées. > les siècles p ussent devant eux les siècles; les sociétés, subissant l'influence des docttines, se déconstruisent et se transforment -, les types de la force et de la beauté sont impérissables. au milieu du huitième siècle de l'ère chré tienne, au temps où les caloyers peignaient snr fond d'or leurs vierges contrites et larmoyan tes, leurs christs couronnés d^épines, athénaïs rappelait ces voluptueuses déités du polythéis me, les junoris aux bras d'albâtre, les vénus à la magique ceinture, que chantait homère et qqe péri cl ès avait adorées. même pour co voyage d'apparat, athénaïs n'avaifpoint quitté le costume élégant et sim ple, l'espèce d uniforme, auquel les gens de ra venne s'étaient accoutumés à la reconnaître. elle portait comme d'habitude sa robe, sa tu nique et son voile blancs, le voilé retenu par un cercle d'or autour de sa tête et retombant de ses épaules sur la croupe de son cheval. a la partie antérieure du cercle brillait une étoile en diamants, parure que l'élève d'iléliodore mettait plus habituellement depuis sa seconde entrevue avec sylvius, comme si elle eût afiecté de se faire ainsi reconnaître pour cet esprit' mystérieux du capitule qui avait autrefois si vivement excité la curiosité des romains. ce diadème était du reste la seule vanité qu'ellese fût permise. plusque jamais infatuée de stoïcisme, elle persistait à offrir le brillant contraste d'une jeune fille qui, parée de toutes les grâces, environnée de toutes les séduc tions, se pliait volontairement à la morale austère du portique. peut-être aussi, près d'affronter les-péril s que manquent rarement d'attirer sur eux tes grands; agitateurs des peuples, jugeait elle nécessaire de fortifier de plus en plus son âme par ces gé néreuses disciplines qui firent les caton d'uti- que, les brutus, tous les héros des vieilles an nales, morts pour la liberté. telle était d'ailleurs la beauté d'jathénaïs, beauté réelle, beauté conforme au^j^us no bles traditions de l'art, que l'absence de tout	voluptueuses	1	1
siecle	1865-01-29	1	1	Page1_Block345	1911	817	972	5134	alors zacharie invita le patrice à interroger lui-même un des principaux acteurs de ce drame un jeune renégat, fait prisonnier dans la ville après la fuite des arabes, et que des circenstançes merveilleuses avaient fait rentrer dans lé giron de l'eglise. en même temps il ordonnait qu'on appelâtyésid. lé jeune homme accourut et vint so placer non pas à la droite, mais à la gauche d'euty- kés, entre ce ..dernier et la voluptueuse jeune fille, qui depuis un instant occupait seule son regard et sa pensée. - vue de près, athénaïs ressemblait toujours à la vénéra me; c'était le même type, mais ra mené des régions de l'idéal pur, de l'idéal in accessible, aux passions terrestres, dans lé do maine des plus gracieuses et des plus sédui santes réalités. on découvrait alors ce qui constituait le caractère, le charme distinetif de sa figure : finesse des lignes, pureté des con tours, fraîcheur immaculée des enveloppes, mièvreries, délicatesses exquises d'une tête de vingt ans. pour ceux qui l'approchaient, la nièce d'eutykès n'éfait pas moins bellç ; elle paraissait moins surhumaine, pour ainsi dire, et plus susceptible d'être aimée. ses cheveux, dont les reflets bronzés formaient de loin à son visage une sorte d'auréole imposante,' ne servaient plus qu'à rehausser la blancheur du front, des tempes et du cou, à la naissance du quel ils se crêpaient en une infinité de petites boucles mordorées. les joues, un peu pâlesà dis tance, prenaient des teintes bleues etroses d'une transparence indescriptible ; l'oreille était un bijou précieusement ciselé ; le regard devenait moins étrange, le sourire plus doux, la lèvre moins dédaigneuse, et du menton à la nais sance de la poitrine la carnation avait des splendeurs incroyables. athénaïs était encore une magnifique statue, mais une statue sur laquelle la vie répandait toutes les couleurs arlistement nuancées, tou tes les divines harmonies de sa palette. eutykès adressait à ^ésid, touchant la ba taille de pfpshim, une foule de questions aux quelles le sarrasin répondait fort mal, quoi que nous ayons trouvé-ce jeune homme assez	voluptueuse	1	1
