work	date	issue	page	block	height	width	hpos	vpos	text	active_words	occurrences_words	unique_words
matin	1900-01-02	1	5	P5_TB00019	1577	767	1667	201	i aimables, le divorce tout d'abord, et, sur mon refus, une pension de 365 francs pendant toute la durée de mon existence ; en outre, qu'il prenait charge des enfants qu'il placerait en pension, où il me serait permis d'aller les voir quand ça me ferait plaisir. tout ceci afin de recouvrer la liberté. ayant refusé toutes les conditions sus-indiquées, je lui acoorde donc pleine et entière liberté, moyennant que mon mari et ma cousine m'acceptent avec eus, afin de partager leur existence, faisant abnégation de tous mes droits sexuels de femme dite légitime, ne rester avec eux que comme amie, ur, je formule ces dernières conditions en pleine liberté de mes facultés intellectuelles, sans aucune suggestion, en ayant fait la proposition moi-même et en accepte toutes les charges en pareil cas. me réservant cependant le droit, si je ne peux supporter ce genre d'existence, de reprendre ma liberté avec les conditions premières offertes tout d'abord par mon mari et qu'il ne me refusera pas, me laissant entièrement libre de ma décision tant que .je ne touche à sa liberté et à celle de sa cousine, 'tant dans leurs actes que dans leur existence. j'en prends l'engagement. ■ engagement tait à paris, de bonne foi, en double, le 9 novembre 1895. femme etira?, née noémie durand, nestor ebeaz. cet original contrat, inspiré sans doute par quelque agent d'affaires, était rédigé sur papier timbré. quatre années durant environ il fut exécuté. au bout de ce temps, la stoïque mme ebraz n'eut plus la force nécessaire pour continuer à mener la dure vie pseudo-conjugale qu'elle s'était imposée afin de ne pas quitter son mari. elle fit constater par un commissaire de police le délit d'entretien de concubine au domicile conjugal commis par m. ébraz. les deux complices viennent de comparaître devant la huitième chambre correctionnelle où, après plaidoirie de m 0 weisweilier, ils ont été condamnés à vingt-cinq francs d'amende chacun.	sexuels	1	1
siecle	1900-01-02	1	1	Page1_Block42	5030	806	3370	2160	préoccupé des surprises -que l'avènement du féminisme réserve à la masculinité, notre confrère m. jules bois vient, avec son talent ordinaire, d'aborder, dans une nouvelle . douleur, la question si intéressante pour le psychologue, de la façon dont l'homme, selon que pour lui augmenteront ou dimi nueront ses jouissances, acceptera la femme nouvelle. , l'auteur avoue lui-même n'avoir jamais douté d'eve ; c'est adam qui le préoccupe. de là est sorti son dernier roman. pris d'une appréhension qui devient pres que un scrupule^ l'écrivain qui nous donna tant de choses exquises s'arrête, pour un moment, dans sa campagne en faveur de « l'opprimée », se retourne, et, apitoyé par les douleurs inédites qu'il croit que la femme consciente réserve à l'homme qui taime, il nous dépeint, en un volume où se retrou vent tout le charme et la subtilité de ses productions précédentes, le duel en amour du mâle ancestral qui ne veut rien abdiquer et de l'eve nouvelle qui se refuse aux com promis anciens; jacques réval, un écrivain dotaient, in telligent, p.assionné, ni plus ni moins égoïste que la majorité de ses congénères,' s'est épris, avec toute l'ardeur dont est capa ble un homme que la vie a usé davantage dans ses réserves d'idéal que dans ses forces physiques, d'une jeune fille d'individualité étrangement développée, dont le cœur ne peut être soumis, ni l'esprit abrogé. le ro man entier est l'histoire de leurs luttes, de leurs souffrances, car elle souffre aussi, et, dès les premières pages, on se demande la quelle restera victorieuse de la passion ou de la conscience. bientôt cependant on sent que l'homme sera vaincu. les motifs qui le poussent à la révolte sont ses habitudes de domination, son égoïsme : motifs inférieurs ; tandis qu'elle, moins femme qu'apôtre, n'obéit qu'à son besoin de dévouemeht à l'idée. naturellenfent l'esprit triomphera de la chair, ou plutôt après avoir souffert et fait souffrir, il s'en séparera définitivement. certains passages du livre, tel celui où jacques réval, jaloux' d'hélène qu'il n'a su ni comprendre, ni conquérir, crie sa souf france, sont d'une belle éloquence, d'autant plus émouvante leur douleur brutale, qu'ils arrivent entre des chapitres de dou ceur et de sensualité parfumée. la reprise par la jeune femme de son moi donne aussi lieu à des situations nouvelles. après avoir refusé le mariage parce que, « emportée par une destinée étrange, elle n'est pas faite pour les bonheurs paisibles de l'épouse », hélène, de plus en plus l'es clave de son apostolat, se refuse un soir aux caresses de l'amant ; ce qui fait dire à jac ques réval, exaspéré de se voir refuser des lèvres où tant de fois il a bu la volupté : « je sais maintenant quelle désillusion peut nous venir d'une conscience de femme ». cependant, après avoir rendu au livre de m. jules bois , tout l'honneur que méritent et son talent d'écrivain et ses curiosités de penseur^ je crois pouvoir rassurer ceux qui, entraînés par l'éloquence de notre confrère, seraient tentés de se laisser attendrir outre mesure sur le sort des réval futurs. d'abord, il est une chose que semblent oublier ceux qui nous parlent de cette inévi table lutte des sexes. c'est que les généra tions auxquelles sont destinées les eves nouvelle's auront probablement sur le rôle de la femme une conception différente de celle de nos roméo actuels. us sont venus au monde au moment de l'évolution, ils grandissent avec les idées neuves et il est à, prévoir, quoi qu'en disent.les maîtres de la psychologie, qu'ils accepteront, sans en souffrir trop, les compagnes que le triomphe du féminisme leur aura préparées. il faut laisser dans l'arsenal des choses surannées cette vision unilatérale du pro grès. elle a été la .faute de l'orgueil viril, il ne faut pas qu'elle devienne celle de l'autre sexe ou de ses défenseurs. c'est ensemble qu'adam et eve doivent marcher vers l'af franchissement, non supérieurs l'un à l'autre, mais égaux.  voilà pourquoi, avec ma charmante con frère daniel lesueur, je ne m'apitoye pas trop sur cette nouvelle douleur ; comme elle, je crois que l'homme et la femme ne souffrent pas tant l'un de l'autre, que de l'amour; qu'ils en paient très cher les délices, et que leur perfectionnement individuel ne chan gera pas beaucoup aux luttes etaux étreintes des cœurs. du, reste, il y a, pour revenir au livre de m. ; jules bois, encore autre chose, pournous débarrasser de la crainte que pourrait faire naître en nous ce roman troublant. si jacques réval appartient aux généra tions passées et ne peut connaître l'état d'àme de ceuxs destinés à vivre avec les eves futures, son hélène, non plus, ne péut être prise commele typçde la femme de l'avenir. elleest une apôtre, presque une mystique, qui, en d'autres siècles, dédaigneuse des douces joies de la maternité et de l'amour, serait allée se vouer à l'ombre des basiliques à un idéal divin. elle eût alors été exquîsô sous ses longs voiles de nonne. elle est aujourd'hui, même en ses invraisemblances, attrayante sous sa figure d'apôtre'laïque. elle a tout pour sé duire l'écrivainj mais elle n'est pas « la femme », elle n'est surtout pas « la femme future ». sa conception seule def affranchissement, qui se traduit,alors qoe pour la vierge vient.	sensualité	1	1
gaulois	1900-01-03	1	3	P3_TB00093	1821	924	2099	6203	vous m'avez autorisé à vous dire, gaiement, dans de légers propos où je dissimulais ma peine, les sentiments d'admiration -et d'amour que vous aviez fait naître en moi ; et, vous, ou je me suis bien leurré ou vous acceptiez sans déplaisir lés tendres hommages de votre' ami... eh bien ! jane... cette fois, elle frissonna dans tous, ses membres, car, en même temps qu'il prononçait son nom, il venait de lui prendre doucement la main, et, encore tout agitée de la pensée qu'elle avait pu être injuste envers lui, par une sorte de complaisance lâche dans laquelle il n'entrait ni sensualité ni affection, elle ïi'osait pas la retirer, jane, murmurait-il à son oreille, serez-vous moins miséricordieuse au malheureux dont vous venez de découvrir les tourments qt que, seule, vous pouvez rattacher à la vie, que vous n'avez été indulgente pour les joyeuses confidences du mondain qui vous cachait ses douleurs ? ah 1 je vous en supplie... ils étaient si absorbés l'un et-l'autre, elle dans ses pensées, lui dans ses calculs; qu'ils n'avaient entendu ni la porte s'ouvrir au fond de la longue et vaste pièce, ni le domestique, un peu interdit, annoncer faiblement mme du sarty ; quant à la sœur du général, plus interdite encore, arrêtée â trois pas du seuil, elle ne savait plus ce qu'elle devait faire. elle n'entendait pas, car lugeac avait amoureusement baissé le ton de sa voix, mais elle voyait, et cette main abandonnée par mistress watson à son noble visiteur suffisait grandement pour lui faire comprendre la nature de la conversation qu'elle interrompait. cette situation ridicule ne se prolongea que quelques secondes, car le couple surpris venait de se lever en sursaut ; elle avait cependant assez duré pour faire tomber la vieille dame du haut de sou rêve matrimonial et maternel. pauvre maurice ! ses inquiétudes étaient-elles assez justifiées ! le marquis, grâce à son assurance d'homme du monde, ne s'était guère troublé ; jane, moins bonne comédienne et instinctivement fort émue, s'était cependant remise assez vite, par	sensualité	1	1
gil_blas	1900-01-03	1	1	PAG_00000001_TB000144	810	1036	5704	1824	yeux en savourant le dessert. eux seulsr connaissaient bien les chatteries que nous, aimons si fort, et que l'époque philoso- phique, avec sa manière voluptueuse eç calme, ne pouvait manquer d'apprécierj tant que le prêtre gardera sa robe, il conservera un de ses principaux avantages. un religieux de l'abbaye de thé-4 lème, qui se promène dans les contes de lafontaine, s acharne a convaincre une.., pénitente de cette vérité. 1 « qu'un homme comme un autre est' un moine tout nu. » il a tort, grand torti et il devrait laisser à la belle cette précieuse erreur que la robe est le signe da quelque mystère : c'est cet incognito qui?	voluptueuse	1	1
aurore	1900-01-04	1	2	PAG_00000002_TB000015	59	546	83	1237	il. jtues (iaéiia est ensuit» aéclaré coït 4>_auk mu «ni ow«e«i» le délit «u (mtstaw	coït	1	1
lanterne	1900-01-04	1	3	PAG_00000003_TB000076	794	1031	4718	419	et, au loin, à travers des déchirures de maisons, on voyait monter de gros nuages noirs, précurseurs de l'orage. une langueur voluptueuse m'imprégnait pêtre. jeanne s'était assise et me regardait comme la lionne contemple sa proie, ce n'était plus la même femme; ses yeux, où brûlaient des luxures, avaient de fauves éclats métalliques, ses lèvres saignaient plus rouges et plus provocantes, ses narines se plissaient frémissantes, sa gorge, au rythme désordonné, semblait vouloir craquer l'étoffe du corsage, un fluide se dégageait de tout son corps, allait v.ers moi, m'attirait, j'étais l'acier qui suit l'aimant. ses yeux me nrent un signe, j'étais déjà près d'elle, nos lèvres mêlèrent leurs fièvres, l'acier était uni à l'aimant.	voluptueuse	1	1
siecle	1900-01-05	1	2	Page1_Block5	6976	843	259	291	d'éléphas antique associé à des silex, taillés. dans le finistère, m. du chatellier, dix ha ches -polies* ayant exactement, la forme et • l'aspect des bâches caraïbes, etc. un grand i nombre de. questions sont à pétude ,e| •leur solution ne semble pas encore, pro- '• che, tel est le cas pour ces si curieuses ! sculptures sur rochers que l'on rencontre i disséminées dafas le monde entier aussi bien •\ en scandinavie que presque sur les bords dé ; la méditerranée; aussi bien en ûcéanie que ' dans - l'amérique centrale.- œuvre mysté rieuse de. races inconnues qui attend encore ; son champollion. , . dans un tout v ,autro ordre d'études» mais i avec îamunie méthode d'analyse, le d r ca- ■pitan rappelle que m. papillault a traité ! dans la conférence annuelle broca la ques tion de la croissance et de la beauté du vi- -sage considérée à un point de vue évolutif itout .spécial comprenant deux, phases, l'une préfonctionnelle et l'autre, fonctionnelle,.la seconde modelant la face suivante ^ deux processus inverses : l'un organique,'l'autre ; psychique. . - comme ùntres types d'analyses patientes sur un point spécial, il faut aussi rappeler le mémoire de m. àtgier- sur les statistiques i ethniques de l'indre ; puis la mémoire de m. soularue sur les dimensions^ des os et les ; proportions squelettiques de l'homme dans. ;les différentes races. il £aùt également citer l'analyse minutiet^e anatomique et psycho- ■ physiologique que mm.. _ laborde* manou- :vrier et papillault ont faite du trop célèbre ■ vacher. ! par mi les communications, ressortissant à s l'ethnographie et à la technologie, le prési dent mentionne l'important mémoire _ im- f primé avec belles figures de mm. muniz et imcgée, sur la trépanation primitive au pé- jrou» qu'il a lui-même présenté de la part de im, wilson, directeur de la section préhisto- jrique du musée national de washington, ! avec la superbe, série des moulages de 18 {crânes péruviens trépanés. w enfin, après avoir encore parlé de nom- ! brêux et intéressants travaux dus à des [membres de la société, le d r capitan rap- i pelle les prix qu'elle à décernés pendant l'année et entretient l'assemblée des démar» icbes «t des travaux qui ont été préparés en {vue d'assurer le succès de . leur exposition, /qui sera aussi belle et aussi intéressante iquë l'on peut le désirer. enfin, il rappelle {que des séances solennelles auront lieu dans (lé cours de l'année 1900, séances destinées ^surtout aux réceptions des membres étran gers. f j'ai fini, mes chers collègues, dit en termi- jûant le d r capitan, ce simple exposé- que je 'désirais vous présenter, il ne me reste plus ]que le très agréable devoir de saluer notre • éminent nouveau président. ^défenseur de la pensée libre dans les jours de lutte; critique clairvoyant et fin d'une foule d'abus cachés ; sociologiste et économiste dont les travaux font autorité non seulement en france, mais aussi à l'étranger gui apprécie hautement sa grande valeur;- ancien ministre ayant rendu les plus signalés services à notre [école d'anthropologie, m. yves guyo.t est mieux qualifié que qui que ce soit pour repré- senter dignement la société durant l'exposi tion universelle et'recevoir avec l'autorité né cessaire les savants étrangers qui viendront nous rendre visite. je laisse donc la direction de la société entre de bonnes mains. : en lui souhaitant cordialement la bienvenue; ■je prie m. yves guyot de vouloir bien prendre place au fauteuil de la présidence. ; d'unanimes applaudissements accueillent ces paroles. y le d r capitan, président sortant, quitté alors le bureau et m. yves guyot le rem place, discours de ru. yves guyot ( messieurs et chers collègues, je ne saurais trop remercier le d r capitan, à qui sa compétence si étendue a donné une si grande autorité pour .diriger vos travaux, des. paroles trop aimables par lesquelles il vient de vous présenter son successeur qui n'a au cune prétention à être son remplaçant. quand mon ami et notre regretté collègue, m. gabriel de mortillet, m'annonça son inten tion de me faire .suivre le curriculum néces saire pour m'amener à la présidence en 1900, j'essayai de l'en dissuader. ni lui ni mes amis ne tinrent compte de mes observations : et ; voilà pourquoi, messieurs et ' chers collègues,- •j'ai l'honneur d'inaugurer aujourd'hui les tra vaux delà société d'anthropologie de 1900 et de m'asseoir dans le fauteuil qui a été occupé par tant d'illustres savants. j'en serais tout à fait indigne, si l'anthropo- logie était limitée aux études de craniométrie 'et d'anatomie comparée; mais l'illustre fonda teur de votre société, broca, l'a définie : « la science qui a pour objet l'étude du groupe hu main, considéré dans son ensemble, dans ses détails et dans ses rapports avec le reste de la nature. » au cours.aune discussion, soulevée par >m. topinard, en 1876, broca complétai t. sa pensée dans les termes suivants : « l'anthro- •pologie est l'histoire naturelle de l'homme. » c'est la partie de la zoologie qui concerne le genre homo. ■ « la vraie histoire naturelle ne comprend pas seulement la classification des êtres d'a près les caractères morphologiques et an ato miques ; elle étudie aussi leurs caractères fonc tionnels de toutes sortes, les produits de leur activité, leur genre de vie, leur répartition géographique, etc. l'étude du groupe humain n'exige pas seulement l'emploi des procédés de recherches usités par les naturalistes - ; : elle 'exige, en outre, des informations d'un tout autre ordre, empruntées à l'histoire,* ! à l'archéologie, à la linguistique, à la mytho logie, à la psychologie « f c'«st ainsi que la société d'anthropologie a j compris sa tâche comme le prouvent les tra- ivauxsi variés contenus dans ses bulletins. non seulement l'archéologie préhistorique, mais la linguistique, la démographie, toutes les ques- : lions que comportent l'étnnologie et la sociolo-- gie,depuis les rapports sexuels jusqu'à la cri- '•minologie et à la guerre. tout anthropologiste • peut s'attribuer le vers de térence : ■ homo sum, humant nihil a me alienum pulo. imprégné de bonne heure de l'esprit philo sophique du dix-huitième siècle, ayant fait-de - nombreuses excursions géologiques avec le fondateur du musée géologique de rennes* marie ftouault, quand j'ai abordé l'étude des questions sociales, je me suis rendu compte de toute l'importance de l'anthropologie..la con- céption de l'état de nature de rousseau- ne pouvait pas plus me satisfaire que la conception ae la chute de l'homme. je compris que, pleins 'de modestie, nous devions rechercher les mani festations de nos besoins, de nos sentiments, de ruos idées chez les. peuplades dites sauvages qui, selon leur degré de développement respectif, selon te milieu dans lequel elles vivent, repré sentent plus ou moins fidèlement les phases : de la civilisation qu'ont parcourues nos an cêtres. au moment où, dans ce but, j'avais lu tes grandes collections de voyage, l'ouvrage de .goguet de 1758, sur l'origine des lois,des arts et des .sciences- y l'histoire naturelle de rhomme de pri- chard, broca fondait la société d'anthropolo gie, charles syell publiait les preuves géologi- 'ques' de l'antiquité de l'homme ; john lubbock, .l'homme .avant r histoire, g. de mortillet, 'et xjartaithac, les matériaux pour servir à l'histoire - de l'homme, cari vogt, ses leçons sur faomme, ;mme clémence royer traduisait le livre jde darwin sur vorigine des espèces, buchner 'écrivait force et matière; et en 1866,à -la confé- ; rende la bruyère, j'eus l'audace de produire i\jne esquisse de l'evolution humaine; ayant ipour point de départ l'homme préhistorique. ^j'espérais alors transformer cette première [ébauche en tableau ; si les circonstances de la jvie m'ont forcé d'ajourner cette œuvre, je n'ai' ;pas cessé do m'en préoccuper. /} mais souvent dans mes- travaux, je me suis j servi utilement de certaines des découvertes de l'anthropologie. elle arendu au mouvement in tellectuel l'immense service d'arracher l'étude ; de l'homme aux conceptions subjectives, aux ipredosimpératifset de la rendre objective.  £ quand dareste inaugurait sa présidence en	sexuels	1	1
gil_blas	1900-01-08	1	1	PAG_00000001_TB000182	510	1026	5702	3821	la douce lumière du printemps de la vie, l'aube d'un jeune génie poétique éclaire de ses premiers et vivifiants rayons ce poème exquis, exquis surtout par la forme si voluptueuse et si tendre que plus d'une fois en éveillant dans notre âme quelque vieux chagrin assouvi, elle apporte au lecteur attentif et sincère la grâce de l'apaisement et de l'oubli.	voluptueuse	1	1
lanterne	1900-01-09	1	2	PAG_00000002_TB000206	744	1034	1403	7726	un grand seigneur, qui la désire d'autant plus qu'elle a été aimée par un blanc, l'épouse. vous ai-je dit qu'elle avait eu dans son enfance un fiancé qui, malgré tout, lui est resté fidèle? cet honnête garçon, pris d'une jalousie, ce semble, un peu tardive, veut tuer le nouvel époux de sa belle. il est pris, torturé, mis à mort sous les yeux de la grande dame, qui le regarde souffrir en tressant une guirlande de jasmin et qui recueille, comme des fleurs rares, les lys sur lesquels a plu en gouttelettes le sang du malheureux. (remarquez-vous comme la cruauté s'allie àla sensualité raffinée, dans ces idylles ensanglantées qui plaisent à nos contemporains !)	sensualité	1	1
matin	1900-01-09	1	4	P4_TB00042	1082	778	2465	2783	ce petit acte est bien l'une des choses les plus charmantes, l'une des fantaisies les plus fines et les plus originales que l'on puisse ajler voir. sur la scène minuscule de tabarin,représentant le paradis, où une simple et rubescente pomme d'api figure l'arbre du mal, le premier ménage à trois, adam vêtu de feuilles de vignes. eve, parée de son charme et de sa beauté, le serpent aux écailles étincelantes, nous font assister au premier péché, tout en raillant avec esprit et finesse les actualités du siècle qui vient de finir. tout cela, sans doute, est passablement libertin, mais ce libertinage ne parait même pas risqué tant il est spirituel et demeure toujours distingué. mm. bellucci, le gallo, girard, mlle adèle verly, une eve mignonne au possible et si galamment déshabillée ; mlle rachel launay, comédienne très adroite et chanteuse habile, enlèvent ce gracieux badinage avec infiniment de verve et de gaieté. : ''dans la partie de concert qui précède la fin du monde, les bons chansonniers de l'endroit, jacques ferny, dominique bonnaud, continuent à triompher en leurs satires impitoyables, mais si plaisantes, si amusantes, que ceux-là mêmes qu'elles houspillent le plus durement ne sauraient s'en fâcher. „	libertinage	1	1
