work	date	issue	page	block	height	width	hpos	vpos	text	active_words	occurrences_words	unique_words
xixe_siecle	1881-01-01	1	2	PAG_00000002_TB000059	1008	1031	3700	3558	swinburne tint parole. son libertinage poétique n'avait été d'ailleurs, comme on l'a fort bien dit, que la fermentation du vin nouveau. les poètes anglais en vogue n'ayant pas satisfait ses aspirations, il était allé chercher des modèles outre-manchè et, après s'être inspiré de marionbelorme et de lucrèce borgia, il avait aussi fait quelques études dans l'atelier de baudelaire et chez l'auteur de mademoiselle de maupin. mais ou n'aurait pas tant crié probablement contre ses saphos, ses faustines, ses phèdres, ses dolorès, ses vénus, si l'on n'avait pas rencontré aussi, à côté des peintures voluptueuses, des blasphèmes qui effarouchèrent beaucoup plus le pharisaïsme orthodoxe, et qui étaient en effet la partie la plus dangereuse comme la plus sincère du livre.	libertinage, voluptueuses	2	2
echo_feuilletons	1881-01-01	1	124	124	NA	NA	NA	NA	pourprées le granit fend la terre et s avance jusqu au bord du fleuve en assises majestueuses  le rocher à pic se prolonge sous l eau transparente et la profondeur est telle que les voyageurs de leurs bras étendus peuvent presque toucher la rive pendant que le bateau suit la courbe gracieuse du courant et quelle eau  michel ne pouvait se lasser de la contempler penché à l avant il regardait la proue aiguë fendre cette eau merveilleuse qui se laissait séparer en deux volutes couleur d aigue marine ou plutôt d un vert d opale nacrées frangées d une écume blanche fine et délicate comme le lichen des troncs exposés au nord dans les grandes forêts respectées du bûcheron le soleil du matin éclairait cette onde d une indicible pureté et lui prêtait une gamme de tons d une richesse inouïe la volute s élargissait formait une vague qui s élevait pour retomber en écume sur l eau calme encore du courant assoupi puis se déroulait en arrière et formait un sillage translucide jusqu au rocher que la vague grossie allait battre avec fracas michel se souvint toute sa vie de cette eau merveilleuse  dix ans après il n avait qu à fermer les yeux pour voir la volute d aigue marine s ouvrir sous la pression de l avant aigu et se dérouler avec ïa grâce voluptueuse d une fée qui se lève en secouant les plis de son manteau de velours xxxvii les collines se succédaient s élevant toujours séparées par d étroits ravins où roulent les torrents dea fonte des neiges de loin en loin quelques masures sur pilotis à l entrée d une ravine prenaient la dénomination de village  mais en se comptant bien les habitants auraient peutêtre pu arriver jusqu au nombre de trente quelques petits bateaux amarrés aux pilotis des engins dépêché des hardes séchant au soleil formaient toute la richesse de ces simples  vrais ermites de la civilisation moderne une fois ou deux michel crut voir bril rer dans les terres au bout d une croupe rocailleuse le toit aigu d une église   puis les heures succédaient aux heures et le jeune homme ne voyait plus défiler que les bruyères el les taillis de jeunes bouleaux que les vents cruels de sibérie laissent rarement arriver à leur plein développement  en quel coin perdu de cette terre vierge marthe se trouvetelle  pensait avérief en laissant errer ses yeux des sommets brûlés par le soleil aux ravins si pleins d ombre que la lumière du jour n y devait jamais pénétrer dans quel asile ignoré vatil falloir la chercher et quelles sont ses pensées dans cette solitude que les pas de l homme n ont pas encore foulée tout entière où plus d un lieu secret renfermant peutêtre des beautés inconnues n a jamais été vu que des vols de cygnes planant audessus des montagnes dans leurs infatigables pèlerinages  et les rochers s entassaient plus majestueux au bord de l eau toujours plus profonde pendant que les demiteintes du soir succédant aux lueurs du matin prêtaient à l eau bleue un attrait mystérieux plus intime et plus saisissant on comprend les ondines à cette heure indécise où les collines de bruyères pourpres des rayons du soleil couchant se détachent lumineuses sur le fond du ciellilas tendre les ravins sont noirs et menaçants comme des gueules de monstres  l onde se fait bleue presque noire et pourtant transparente si bien qu on voudrait plonger pour savoir comment il se fait qu elle soit si sombre et qu en même temps l œil en mesure si bien la profondeur la nuit se lit le bateau s arrêta dans une crique au pied d un rocher immense afin d éviter les rencontres nocturnes  comment s appelle ce rocher demanda michel au pilote  oussolié répondit celuici  ce sera pour demain se dit michel non sans quelque désappointement il avait bien cru voir marthe ce jourlà le lendemain le jour teintait à peine le ciel d un bleu gris que le bateau se mit en route michel monté sur le pont au pre	voluptueuse	1	1
echo_feuilletons	1881-01-01	1	198	198	NA	NA	NA	NA	veau témoignage de sa munificence et grande tendresse à votre endroit le voici  fra basilio venait enfin d ouvrir son mystérieux écrin il en sortit un inquarto superbement relié en cuir de cordoue avec estampille d or aux armes des empereurs d allemagne à la bibliothèque desquels il avait sans doute appartenu mais cette impériale enveloppe n était rien aux yeux du poète bibliomane a peine l effleuratil d un rapide regard ce n était pas la coque c était le fruit qu il lui fallait  il s empressa donc d ouvrir le livre au hasard en différents endroits d une main qui tremblait tout à la fois respectueuse et précipitée  c est cela s écriatil avec des transports de joie strasburg 1454  caractères gothiques cicéro notes en petit romain qui fit ifecenas ut netn aurea mediocritas dulce est disipere in loco oui oui mon cher horace il est doux de se réjouir alors qu on est au comble de ses vœux c est toi c est bien toi imprimé par gutenberg  rara avis 1 0 thésaurus imjkw7 c est l édition même après laquelle je soupirais depuis tant d années  c est bien l édition princeps   et tout palpitant d orgueil et de jouissance le bonhomme avait tout oublié l envoyé du roi d espagne et ses deux introducteurs philippe ii villars la ligùe henri iv et l univers entier 11 s oubliait luimême absorbé dans son horace grillon et le chevalier d oise échangèrent un regard de satisfaction puis celuici   nous nous retirons maître desportes trop heureux de vous laisser en ce bienheureux têteàtête avec votre auteur favori  ce fut à peine si l abbé de tyron leur répondit ses yeux n avaient pas quitté le livre aussitôt que la porte se fut refermée aussitôt qu il se trouva seul il voulut savourer son plaisir plus en détail mais les feuillets ne se séparaient pas assez vite au gré de sa voluptueuse impatience  par apollo  maugréatil en se dépitant oh dirait que ces pages sont collées agglutinées entre elles ah vous ne voulez pas vous dédoubler coquines   et pour avoir raison du feuillet récalcitrant il mouilla son pouce à sa langue  arrêtez interrompit tout à coup mathurin arrêtez mon oncle  hein plaîtil d où diantre sortil celuilà ah tiens c est mon neveu que vienstu faire ici intrus  tout simplement vous sauver la vie si vous voulez bien le permettre  la vie ma vie qui estce qui s occupe de ces fadaiseslà laissemoi tranquille hors de céans  mais comme il reportait le pouce à ces lèvres mathurin lui arracha le livre  malheureux  mon trésor  mon horace   un trésor mortel un horace empoisonné mon oncle   empoisonné  souvenezvous de certain traité de vénerie duquel trépassa le roi charles ix  il y avait de ces souvenirs il y avait de ces noms qui faisaient alors pâlir les plus insoucieux les plus braves desportes tressaillit  il balbutia  charles ix mais quel rapport et quel intérêt auraiton à se défaire de moi je n ai pas d ennemis que je sache  0 mon bon oncle vous avez à cette heure pour ennemis sinon patents du moins latents tous les espagnols guisards et ligueurs qui vous savent pareil au tournesol laquelle plante a pour habitude d orienter ses fleurs vers phœbus levant au lieu de phœbus mettons henri iv comprenezvous enfin l apologue  henri iv mais je n ai rien déclaré rien dit et moimême encore  c est possible mon cher oncle mais  vous avez laissé deviner certain penchant clair comme le jour ah  digne frère de ma mère simonne vous ne savez guère plus qu elle cacher votre jeu  ouais  prétendraistu me donner des conseils estce que les oisons mènent paître les oies   sans relever ce que la comparaison a depeu flatteur pour vousmême permet	voluptueuse	1	1
echo_feuilletons	1881-01-01	1	241	241	NA	NA	NA	NA	un lit à baldaquin dressoirtoilette unbahut dans une encoignure quelques escabeaux de chêne et deux larges fauteuils devant un bon feu pétillant qui réjouissait la vue mais ce qui charma plus encore mathurin ce fut sur une table à pieds tors sur laquelle une belle nappe de flandres un encas tout servi d avance et qui semblait attendre convive il était facile de deviner que tout en cachant le roy d yvetot mme de simiers le dorlotait tout particulièrement a peine eutil frappé sur le timbre qu un discret serviteur fit aussitôt apparition  un second couvert quelques mets chauds et surtout du bon vin commanda chenu en enfant gâté de la maison  mes compliments 1 dit mathurin vous me semblez choyé céans ni plus ni moins que le seigneur renaud dans le palais d armide  l armide de céans n a jamais retenu personne sinon par les enchantements de son esprit et les charmes de sa personne répliqua l hôte de mme de simiers tout en se prélassant dans un fauteuil les pieds déjà sur les chenets  c est une dame de douce et complaisante humeur à laquelle villars est tout accoquiné qu il comble de cajoleries de toutes sortes mais sans parvenir à la désennuyer de son rôle en la sainte ligue  ah ah elle s ennuie mme de simiers  prodigieusement  et toutes les autres belles dames aussi c est précisément ce qui fait qu elles sont pour la cause royale  cette théorie paradoxale me semble incomplète un peu plus d explication s il vous plaît  laissez ce digne laquais nous servir ce qu il y a dans cette casserole d argent raviver le feu allumer les flambeaux déboucher quelques bouteilles et se retirer discrètement de ce précieux réduit où nous sommesaussi solitaires qu en une thébaïde ce qui n est pas son moindre agrément là c est fait maintenant je m explique voyons votre théorie conclut mathurin en dépit du proverbe i ventre affamé  je suis tout oreilles  xix  comme quoi mathurin sut mettre en pratiqué la théorie de jean chenu jean chenu commença en ces termes   ce que convoitent les femmes d un certain ton d une certaine nature malheureusement par trop générale c est le faste l intrigue la coquetterie les galants atours les carrousels et mascarades les bals et fêtes de grand apparat en un mot la cour et tout ce qui s ensuit elles en sont friandes elles s y complaisent elles ne peuvent vivre et fleurir ailleurs que là n estce point votre avis seigneur matburin  assurément repartit celuici elles y sont dans leur élément ni plus ni moins que les poissons dans l eau que les oiseaux dans l air  or reprit le roy d yvetot suivez bien mon raisonnement lequel serait digne d être couronné par une académie que sont les parpaillots des brailleurs de psaumes à figures austères et non moins empesées que leurs fraises genevoises que sont les ligueurs des façons d espagnols confits en dévotion ennemis du plaisir qu estce que la guerre civile et surtout religieuse  un temps de carême pas autre chose et ce qu il faut à ces dames c est précisément le carnaval un carnaval perpétuel elles regrettent le fontainebleau de françois ier le louvre des valois elles en rêvent jour et nuit elles se mettraient en quatre pour ressusciter ces voluptueuses paphos où s ébattaient leurs mères et grand mères voilà leur politique elles n en comprennent pas d autre je ne suis point un  savant qui procède de l histoire ami mathurin je ne suis point un astrologue lisant dans l avenir mais je parierais de grand cœur mon excouronne qu à toutes les époques passées présentes et futures ces dames ont été sont et seront toujours ennemies acharnées des dissensions et républiques qui ferment les galantes arènes partisans fanatiques de la royauté qui tient l archet de la danse  mort de ma vie s écria le poète vous	voluptueuses	1	1
figaro	1881-01-02	1	2	Page1_Block22	940	795	2686	4380	bàgai'el le un des objets de promenade des environs de paris; actuellement, c'est bagatelle. la cour étant à la muette, cela a donné lieu de . visiter davantage ce joli palais 4e féerie. on ne le voit point en arrivant; on entre en un petit bois taillis fort inculte, qui n'est entouré què d'une simple claie. on travaille encore actuellement à se rendre plus agreste, par des rochers etj des sites dont on augmente le sombre et la tristesses on ne parvient au château que par une route tortueuse. on le trouve enfin, et on lit au-des sus cette devise : parva, sed apta., six statues placées dans l'entrée circulaire de l'intérieur caractérisent davantage son usage : le silence, le mystère, la folie, etc.; plus loin, un hercule dans ses plus brillants attributs, paraît avec celles-ci partager l'empire du lieu. tout en est . recherché, jusqu'aux dornes sur -pierres, d'un fini précieux, ou d'une taille, d'une couleur ori ginale. le rez-de-chaussée ne consiste qu'en un petit vestibule, une salle à manger, un salon, un boudoir et un billard. le boudoir offre tou tes sortes de peintures voluptueuses de nosmaî-' très modernes, greuze, fragonard, lagrenée,	voluptueuses	1	1
xixe_siecle	1881-01-03	1	3	PAG_00000003_TB000068	1025	1021	1430	5988	cette méthode ne va pas sans quelques inconvénients. pour trop vouloir ramener à l'unité un ensemble d'ouvrages dramatiques, il arrive à m. lacour de négliger les excep tions qui le gênent ou de les dissimuler. il se place, dès le début, au centre de lceuvre : ,l'aimerais mieux qu'il nous fît faire son siège avec lui, qu'il parcourût une par une les pièces les pins importantes et qu'il nous conduisit doucement et par quelques détours à ses conclusions, au lieu de les poser de primeabord. la méthode inductive serait, je crois, plus agréable au lecteur, étant plus souple, plus ondoyante, et se prêtant mieux à l'expression des nuances délicates. il me semble que m. lacour simplifie à outrance, et que certaines choses échappent au réseau trop étroit de ses déductions.crolt-ll,par exemple, avoir suffisamment expliqué le charme si complexe du théâtre de dumas fils, et, sous les cruautés du moraliste mystique et brutal, le fond de sensualité troublante ?	sensualité	1	1
constitutionnel	1881-01-06	1	1	Page1_Block69	730	817	4332	3157	. ,.,a ji'jel^sée, sp,nune. au palam-'bdurbon, on i cfljmp'cepiii j,'inttp£çiejise„ jagqessité d^nwgurer , une-politique.lïioips^tracagsière, moins vio lente, etj(jyi ne pro^te.qu'ailx radicaux: '; ;  les opportunistes ne seraient, pas, éloignas de pratiquer, à la veille ' des érections 'géné rales, la politique de m. jules simon : la ré publique ouverte et la république aimable, et ,&'iu ayaleota-iset prononcer .entre,,les c^ndi- '.datbidq^ protestation, aux ,élecuofl8, ( ipnoici- . pales, etf leshcandidats socialistes ce n'^st certes pas ces 4erfiiers .qu'ils .patronneraient, o tiles républicains.ofiportùnistas. sonv.surio)it. , trèsiaffectés deia;tepdanc'e'du pprps .électoral ; à fqire. du .co,tsseîller jnutiioipal, du plus, buip- .biejvillage^m jjpbft' politique', : a'»ccupant . de la supprespion du budget -des, cultes, du ■ séjiatj de ila présidence..de,la. république,.àu lieu.de se consacrer &. l'étude èt à la solution . des questions, purement administra* tiv-ys.	érections	1	1
liberte	1881-01-11	1	3	PAG_3_TB000081	1239	1056	4728	826	jésuites, 32 barnabites, hoc) : capucins, ji camaldules, 176 carmes, 339 bénédictins, 80 basiliens, 18 bernardins, s7 chanoines de latran, 75 cisterciens, 91 pères de saint-bertin, s8 pères réguliers de saint-sauveur, 13 pères de la congrégation de saint-thomas, ji,5 pères des enfants de^ marie, 153 eudistes, 168 frères de saint-jean-de-dieu, 30 pénis du refuge de saint-joseph , ai frères . de saint-plexi e-ës-llens, 53 pères des hospices des missions, 53 pères missionnaires, llko oblats, 68 pères de l'assomption, 170 pères de la compagnie de marie, s0 de ',saint-inée, a0 maristes, 20 de notre-dame-de-sion, 3 prêtres dits de la sainte-face, 51 de l'immaculée ,conception, religieuxde st-edem. l ,/i50 trappistes (atteints par les décrets, ne sont pas encore expulsés), 8 missionnaires de saint-françois-de-salles, 136 rédempto-ristes, 99/i dominicains, /:09 franciscains, h pères minimes, 31 passionnistcs, 10 camé-liens, 9 pères de la doctrine-chrétienne, lii pères somasques et 11 trinitaires. .	pénis	1	1
temps	1881-01-11	1	4	Page1_Block83	81	867	3507	3737	tnsté un d-gœurv-suvivieriï 1 , rétrécisaeinent,impuissance, onanisme et ses buiteb, atiect. secrétes, (i.o. gueriüon et préservation. 500 sur. 200 tin. 3 fr.— 7. boni. sébastouol. 3 s * b. et par oorrusonéaiua.	onanisme	1	1
gaulois	1881-01-14	1	2	P2_TB00002	3818	820	273	425	b,es soeurs ennemies v'ian, une gifle ! vlan, une autre gifle ! bing, un coup de griffes ! où sommes-nous '! a l'assommoir! presque... à l'ambigu, dans le temple du naturalisme. virginie a levé la main, celle qui tient le battoir; nana s'essuie la joue; quant à chabrillat, qui les a séparées, il a reçu le bing-, son œil à la coque en témoigne ; il commence à trouver que la scène tourne trop au réalisme ; zola seul se frotte les mains. enfin, il a ramené le théâtre aux vraies traditions de l'art pur. « ah ! si ces dames voulaient renouveler devant je public cette petite scène de pugilat ! quel .succès, surtout, si virginie, empruntant au langage parlementaire ses expressions les plus usuelles consentait à devenir la madame margue de la littérature dramatique ! mais, 11 n'y faut pas songer. chabrillat est un timoré, et puis, il n'aime pas qu'on le détériore, ça nuit à son prestige, il va droit au tableau des amendes... cet homme-là n'entendra jamais rien au naturalisme ! la scène s'est réellement passée l'autre jour à l'ambigu. mlles massin et lina munte se sont, dirait zola, crêpé le chignon pendant la répétition de nana. n'attachons pas à ce petit accès de nerfs plus d'importance qu'il ne le mérite. mmes lina munte et massin sont des artistes de trop de talent toutes deux; elles sont toutes deux trop jolies femmes pour ne pas reconnaître leurs qualités réciproques. elles ont, d'ailleurs, trop de points de contact pour ne pas finir par s'entendre. c'est à dessein que je les réunis dans ce même médaillon, pour amener un rapprochement entre ces deux charmantes actrices. allons, mesdames, embrassez-vous, que diable ! vous êtes sœurs d'armes. la paix est faite, n'est-ce pas ? je lève le rideau : liai munte « elle est longue, elle est line », mais, en vérité, si fine et si longue qu'on a toujours peur de voir se casser en deux ce corps invraisemblablement grêle, semblable à un roseau fragile qui se ploie au moindre souffle. supposez-lui deux pieds de moins et un corsage plus opulent,vous aurez une vraie femme; car ce manche à balai est surmonté d'une des têtes les plus remarquables que je connaisse; de beaux cheveux noirs, bien plantés, frisant dans la voluptueuse pénombre de la nuque et des tempes; un nez droit, aux ailes mobiles et frémissantes; des lèvres minces, mais rouges, traçant comme une ligne de sang sur ce visage pâle et mat ; quand ces lèvres s'ouvrent pour montrer des dents blanches de jeune loup et pour esquisser un sourire ambigu, on a presque peur. les yeux sont splendides; la prunelle profonde, nageant dans la nacre humide, glisse à travers de longs cils et darde un regard inquiétant, àla fois plein de menaces terribles et d'ineffables promesses. oh! ces yeux! quel problème! ils ont l'attraction de l'abîme. lina munte joue au théâtre l'emploi des femmes fatales ; elle a ce qu'il faut pour les jouer également à la ville. je me suis laissé dire qu'elle avait au moins autant de dispositions pour le calcul que pour la poésie. il y a eu pourtant un ténor dans la vie i de la brune pensionnaire de m. chabrillat, mais c'était le temps où elle représentait jeanne d'are à bordeaux. la froide raison a soufflé sur ces entraînements de la folle jeunesse. il faut savoir compter quand on est mère de famille, et personne ne trouvera mauvais que mme lina munte songe à l'avenir de ses enfants.	voluptueuse	1	1
temps	1881-01-14	1	1	Page1_Block43	2140	941	1075	5987	èt'chaussées, dont il avait été exclu pour ses spéculations, le regardait .curieusement, em.se, demandant comment il acceptait si facilement ce prix de diÿ. mille francs, sans iharchander, sans discuter, av,ec reconnaissance. - , . < i ii fut bientôt fixé sur ce point, qui tout d’abord l’avait dérouté. . ■*, , . . . . * ( -j-en noiis adressant à vous pour ce buste, dit jæ.- arbelet, ce que nous avons désiré avant tout, mme arbelet et moi, c’est une œuvre d’art ; vous âu^ez donc toute liberté sous ce rapport, et nous, n’aurons point, soyez-en convaincu, de sottes exigences bourgeoises : l'artiste maître de son œu- vrp, maître absolu; . . . . - ... - il avait débité ces quelques paroles d’un trait, il fit;une pause. . puis voyant que casparis ne répondait rien, il continua, mais* plus lentement, et- en -détachant phoque membre de phrase : ; -.,.■■■■ de cela il résulte.que.,. si vous voulez.:., j’en- fends si cela t yous est.agréable et .entre dans vos convenances..! vous pourrez envoyer votre œuvre âujsalon. : ■ : k i '. j, 4- voici mon-exposition, dit casparis. ;: et il montra de la main un plâtre ; :de, grandeur naturelle, représentant une, femme !.co.uchée, qui qcqupalt le milieu-de l’atelier. * : * i , ÿ m. arbelet; se leva et vivement il s’approcha du plâtre en se penchant dessus comme s’il voulait le- reàpirér. 1 j -j- qu’est cela v demanda-t-il. ' — eve endormie et tentée pendant son som- àieil. • y 1 — oh ! très beau, admirable, grande œuvre ; . ce 7 mélange d’innocence et de sensualité est. tout â fait remarquable.  '* 1 * * casparis s’inclina sans dire si ce compliment lui était ou ne lui était point agréable. . , c’est le plâtre que vous exposez ? ■ -i- non, le marbre.. \ — mais vous n’êtes pas limités à une seule œuvre ; vous pouvez en envoyer deux, n’est-ce pas? — parfaitement. de sorte que, avec cette eve endormie, qui sera votre œuvre capitale, vous pouvez aussi exposer le portrait de mme arbelet ? ; gasparis no répondit pas, car il comprenait maintenant pourquoi on lui payait ce buste dix mille francs : c’était une réclame de femme du mopde qui veut faire du tapage, et cherche'â,ce qu’on s’occupe-d’elle et dans lés journaux, et dans le public» z r', *. ‘ * • .-	sensualité	1	1
