work	date	issue	page	block	height	width	hpos	vpos	text	active_words	occurrences_words	unique_words
siecle	1851-01-01	1	4	Page1_Block73	682	788	1886	2907	aomimstbatiqn, rue ufimttb, 4u la société gero cl administre les maisons; elle su chuige de tous les détails qu'eniraîsent une ges tion et une administration proprement dites, tels quu baux, locations, recettes de loyers, paiement d'- contributions, de portière, etc.; et elle assure lo paiement, a jour fixe, du montant des locations.— ■elle supporte seule les' chances : du retard et les pénis du recouvrement.— 1 ségunte pour les pro- pr eratres, menagemens et facilités pour les loca taires;; conciliation de tous les intérêts par l'cx a c- litude avec les unsot la bienveillance pour les u- tres les maisons proposées à la gestion ou a l'as surance ne sont admises qu'après l'avis préalable d'un comité consultatif choisi parmi les intéressés. capital de garantie, 500,000 liv ' . „ fratkrnri.lkdes limonadiers, .lil cafe do ja fraternite, place saint-jean, rue botirlibourg, 21. vaste local, trois salles de : divans, trois salles do billard et cinq billards. - 1	pénis	1	1
courrier_gard	1851-01-02	2	2	PAG_00000002_TB000065	324	896	2213	1829	philippe dit l’arabe était fils d’un chef de brigands, assassin de gordien le jeune, et l’on conçoit que pour se maintenir sur le trône avec de pareils précédents , il ait cherche à plaire au peuple par tous les moyens. celui d’ouvrir de nouveaux établissements déplaisir et de sensualité était alors considéré comme un des plus efficaces dans la capitale du monde. on a pourtant prétendu que philippe était chrétien.	sensualité	1	1
constitutionnel	1851-01-04	1	1	Page1_Block31	1788	807	970	5201	pérou, investi par charles-quint du gouver nement de cuba, mais d'une nature trop ar dente pour s'assoupir dans la jouissance de sa fortune, dans la voluptueuse atmosphère des tropiques; lui, aussi, avait ouvert son imagination à ce rêve de l'élixir de longue vie, à ces naïves chroniques-du moyen-àge, qui racontaient, avec tant d'assurance, lés merveilles de la source fabuleuse. 11 voulait doter le monde de cette eau magique, fen commençant, je suppose, par s'y plonger lui-même. tandis que le brave soto allait, avec plu sieurs gentilshommes et douze cents soldats, dont trois cents armés à ses frais, chercher dans la floride la fontaine de jouvence , les insulaires de la polynésie en signalaient une bien plus complète dans une des îles de l'océjm pacifique, à laquelle ils donnaient le nom de haupokanc. non-seulement celle-ci rajeunissait les vieillards, mais guérissait-les blessures et produisait sur les êtres difformes l'effet, du philtre de l'inconnu sur le mal heureux arnold de byronqui, délivré de sa hideuse enveloppe, s'écrie avec orgueil : 1 love, (tnd i shall be beloved (1). quel dommage qu'on n'ait trouvé ni l'une ni l'autre de ses sources ! il ne npus man quait qu'une pareille découverte pour com pléter les dramatiques et scandaleuses anna les de l'humanité. vous figurez-voùs les ex péditions que les puissans de la terre auraient dirigées vers la flpride , ou mieux encore vers ëaupolianc ; les combats , impitoyables qui se seraient livrés sur ce sol de bénédic tion et les frénétiques désirs qui s'y seraient éveilws ? naturellement les riches et les forts auraient pris la meilleure part de l'onde mi raculeuse; les pauvres auraient cherché à soustraire un bien si .précieux, et les tribu naux auraient eu à juger plus de vols et de crimes pour ; quelques fioles , d'eau, que pour le produit des mines d'argent du mexi-	voluptueuse	1	1
debats	1851-01-04	1	4	P4_TB00001	3372	939	197	181	quelques membres: oui ! oui! de toutes parts : non ! non 1 au banc des ministres : a lundi ! sa. le puksbbesî 1 : je consulte l'assemblée sur la ixation à trois mois. un groupe assez nombreux du centre gauche et un -.troupe de la droite, dans lequel on remarque m. thiers •:t m. de montalemberî, se lèvent pour. mm. les ministres, m. le général changarnier et tout le reste de l'assemblée se prononcent contre ce long ajournement, qui est écarté à une immense majorité. m. le président : je mets aux voix lundi. a droite : tout de suite ! m. le pbe§ibexr : permettez donc ! vous voterez contre si bon vous semble. je consulte l'assemblée. le vote commence au milieu d'une excessivelagitation. plusieurs membres du fond de la salle : on n'entend pas! i». le rnrïîdev'r : on prétend qu'on n'a pas enténdu. (nbn 1 non ! si 1 ) si l'on faisait le plus grand silence, on pourrait trouver extraordinaire qu'on ne m'eût pas entendu. mais, comme il y avait du bruit, on réèlame. on a écarté le délai le plus long. maintenant, m. le ministre a demandé positivement la remise à lundi. je consulte l'assemblée sur ce délai. mm. les ministres et un grand nombre de représentai des deux centres et de la droite se lèvent pour le renvoi à lundi, mais des groupes compactes se prononcent en sens contraire. m. le général changarnier est du nombre des opposans. isi. le président, au nom du bureau, déclare l'épreuve douteuse. la seconde épreuve a pour résultat évident le rejet de l'ajournement à lundi. a droite et à gauche : tout de-suite! tout de suite! m. dahirel : si le ministre n'est pas prêt, m. changarnier répondra. . d'autres voix : a demain ! à demain ! ii. le président : on demande que les interpellations aient lieu demain.... voix nombreuses : non ! tout de suite 1 m. le président : il faut voter sur le renvoi à demain. c'est après que tous les délais auront été écartés que vous arriverez forcément à aujourd'hui. une majorité plus considérable qu'aux votes précédent, et dans laquelle on remarque encore m. le général changarnier, rejette le renvoi à demain. m. le président,: le renvoi à demain étant écarté, les interpellations vont avoir lieu tout de suite. lu parole est à m. napoléon bonaparte. j'invite l'assemblée au silence. (mouvement inexprimable de curiosité, suivi de quelques montons de. cfllme.) si. napoléon bonaparte : messieurs, c'est avec un profond étonnement, et, je dois le dire, avec un profond chagrin (rires et chuchotemons divers ) que j'ai lu hier dans un journal semi-officiel (je puis le dire, c'est connu de tout le monde) qui a l'honneur de recevoir souvent des communications, qui se vend sous l'autorisation particulière de la police, que j'ai lu, dis-je, un artitele qui m'a profondément peiné et comme français et comme membre de cette assemblée. (nouvelle hilarité û droite. ) je vais vous en donner communication. si cet article avait été signé radetzky ou windiabgraetz, je le comprendrais. (violens murmures du même côté.) il est digne d'eus : quand vous en aurez eu connaissance, vous en jugerez. c'est dans la patrie d'hier : « les imprudens qui se sont plu ces jours-ci à jouer avec le feu pour faire acte d'omnipotence ne se doutaient pas des pénis qu'ils faisaient courir à la société. » ces imprudens, c'était la majorité de cette assemblée. a droite, ironiquement : merci, nous n'aurions pas-compris ! m. napoléon donaparte, continuant de lire : u m. dupin, nous en sommes convaincus,lorsqu'il dennait ft m. baze l'ordre inconstitutionnel dont nous avons publié hier le texte, en chargeant l'irascible questeur (on rit) d'aller arracher m. mauguin à la prison de clichy, ne savait pas quels obstacles l'exécution de »a volonté pouvait rencontrer. cet ordre restera comme une atteinte grave portée par le procureur général de la cour de cassation à l'autorité de la justice... » ~ m. le président : le président de l'assemblée nationale, ù la bonne heure! m. napoléon bonaparte : bectiiiez le journal ; ce n'est pas mol qui parle. je continue la lecture. « il pouvait devenir le signal d'un conflit terrible. m. baze, en effet, s'appuyant sur les ordres de m. dupin, menaçait le greffier de requérir un bataillon pour faire enfoncer les portes de là prison. le greffier a cédé à l'intimidation ; mais s'il eût résisté, que sçrait-il advenu? on va juger de la gravité do la situation que la résistance légitime de ce greffier pouvait créer, grâce à l'ordre de m. dupin et à la menace de m. baze, par les articles suivons que nous extrayons d'une instruction générale et permanente donnée par le commandant en chef de l'armée de paris, instruction qui en contient vingt-six. (ecoutez! écoutez!) plusieurs voix : la date! la date! si. «remielx : c'est permanent ! sa. napoléon bonaparte : je lis : « i. n'obtempérer à aucune réquisition qu'après avoir reçu l'ordre du lieutenant général. » ne pas écouter les représentans. » plusieurs membres à droite : très bien i très bien ! {agitation à l'extrême gauche.) une voix ù gauche : quels représentans î un voix à droite : ceux du conservatoire des arts et métiers i	pénis	1	1
debats	1851-01-05	1	1	P1_TB00018	2164	914	1107	4781	jean-jacques, son premier écrit, m m « de staël avait fait l'apologie du suicide. si depuis ellé s'est honorablement rétractée, elle n'en reste pas moins, en somme, un moraliste de l'école de rousseau. corinne, delphine, ,ne nous rappellent-ils pas quelques traits de la julie de la nouvelle héloïse, de la sophie de l'emile ? ne sont-elles pas. des julie, des sophie épurées, idéalisées par une imagination délicate? comme nous l'avons vu, c'était autrefois la comédie qui réclamait, comme de son domaine, ce genre de femmes raisonneuses et sentimentales, alliant l'amour il la métaphysique, une délicatesse féminine à un génie viril, type que rousseau a créé dans la littérature sérieuse, que m m » de staël a embelli et adouci, qui a inspiré à m iue sand quelques-unes de ses plus originales ou de ses plus tristes héroïnes. a nos femmes socialistes, qui n'en sont que la caricature, m. proudhon disait hier, dans un de ses accès de bon sens : « ou ménagère ou courtisane, il n'y a pas de milieu. » ce grand problème a fort tourmenté m m * de staël. la société a-t-clle fait aux femmes, leur juste part en les réduisant aux soins du ménage? n'en est-il pis à qui leur génie permet'd'aspirer à un plus noble rôle, et sommes-nous justes envers celles-là, en leur retirant notre amour pour ne leur accorder que notre admiration? telles sont les questions que soulèvent delphine et corinne; et, bien que l'auteur s'y-prononce officiellement pour les ménagères, il est aisé de voir que ce n'est pas de leur côté que penchent ses prédilections secrètes. comme m™ de staël, m me roland était une élève de rousseau, et il lui aété donné de jouer,. du moins dans la coulisse et même une fois sur le théâtre, le rôle qu'on réclame aujourd'hui pour les femmes, a dieu ne plaise que je veuille offenser cette honorable mémoire; mais il n'est que vrai de dire que, dans soa commerce avec jean-jacques, dans ses agitations d'homme d'etat, m me roland a trop perdu de ces délicatesses pudiques, de ces grâces modestes , là première vertu, le plus grand charme d'une femme. dans ses mémoires , elle pose un peu, comme son maître jean-jacques; comme lui, elle s'habille et se déshabille devant la postérité. sans doute elle fut bonne ménagère, tendre épause et fille dévouée ; mais j'aurais souhaité que, moins préoccupée de se faire valoir, cette tendre épouse ne m'apprit pas que son époux n'était pas un grand génie; j'aurais voulu que cette fille sût se taire sur l'égoisme ét le libertinage de son père. ce que la politique a enlevé d'un côté à m™ roland, le lui a-t-elleau moins rendu de l'autre? son influence dans le parti de la gironde est-il de nature à trancher en faveur des femmesia question de leur émancipation politique?, l'histoire a déjà répondu. ; .	libertinage	1	1
democratie_pacifique	1851-01-12	1	6	PAG_6_TB000034	1447	1278	3598	2414	pendant plus de quinze ans, m. rousseau a été invariable.ment exclu des expositions, et cependant m. rousseau est m maître; il est non seulement un grand peintre, mais encore un grand poète : c'est ce qui déroute bien des connaisseurs, les roueries, les ficelles de métier lui sont étrangères : il ai.me, voilà tout. m. rousseau a conservé dans la langue pré que de son art, toute la naïveté des impressions de la jeu. nesse, toute la fraîcheur de son âme. les peintres un tail soit peu habiles sont tous plus ou moins roués, et traitent li nature comme font les lovelace des dames du grand monde, rousseau, lui, en est encore à ses premières amours, a? peu sûr de lui-même qu'un enfant. c'est qu'en lui, l'amoa; de l'art n'a pas été flétri par le libertinage du métier. point de manière, mais une puissance unique de voir et de comprendre la nature. m. rousseau n'affecte aucun thème spécial : la nature, voilà son éternel sujet. comme chacun de sa tableaux en est un pur reflet, on n'y trouve rien de conventionnel ou de scolastique., rousseau est objectif à la manière de shakespeare; son originalité individuelle, sa force subjeo tive, bien que très réelle, est entièrement subordonnés enki à sa puissance de réflexion et d'assimilation ; elle l'empfc seulement de se laisser entraîner par les influences accidw telles, et de tomber dans la vulgarité, et elle lui donne, pe ainsi dire,; un centre de gravité inébranlable. c'est elle m qui lui prête cette admirable faculté de trouver du premier coup-d'?il la beauté caractéristique de chaque contre (fi fait que sa sensibilité objective ne produit jamais à faur,	libertinage	1	1
constitutionnel	1851-01-19	1	2	Page1_Block55	1525	818	319	5530	veut, nagont dans un océan de lumière.ceux qui ont critiqué quelques détails de ce décor, comme peu conformes à la nature, oublient sans doute que le peintre n'a fait que sui vre l'indication des auteurs. voici, en efl'et, le programme que je lis dans le livret : a un paysage magique, aux eaux de diamant, aux verdures d'émeraude, aux montagnes de saphir. «j'eusse préféré pour ma part des arbres v«rts, un ciel bleu, des montagnes de granit, le soleil et la lune tels que le bon bieu les a. faits. mais alors, ce n'était plus un rêve, et la vérité du paysage eût fait du tort peut-être à la vraisemblance de l'action. quoi qu'il en soit, il faut louer sans réserve les dauses et les groupes de ce tableau, des tinés,composés par saint-léon, avec une grâce inlinie. rien de plus doux, de plus charmant, de plus suave à l'œil que cette soudaine ap-, parition delà cerrito, blanche tille delà terre, ;tu milieu des tilles du ciel. elle a beau s'é purer, s'idéaliser, s'élever dans la sphère des visions et des songes, la matière l'emporte sur l'esprit. le corps si parfait de la dan seuse fait à l'ame une rude concurrence ; ses formes, bien que vêtues de lumière, par lent aux sens leur langage irrésistible, et bien qu'elle plane et triomphe dans le vague azur de l'infini, f-lle n'en demeure pas moins la plus .séduisante et la plus voluptueuse créa ture que la terre ail produite. , heureux françois qui la retrouve à son ré- i eil telle qu'il l'a vue et embrassée en rêve, mais sous.le frais costume de pâquerette, et. sans l'importun cortège de ces.êtres indé- iiuigêijbles qui contrarient, dans tous les son ges, les expressions de tendresse auxquelles	voluptueuse	1	1
presse	1851-01-20	1	4	Page1_Block475	2173	798	4075	4457	. 397,223 23 ou 676 70 par k. ex cour. 776,086 86 ou 1,322 12 par k. o rléans (133 k.), du 6 au 12 janvier/ 1851. kecettes. 175,257 09 1850. recettes. 151,361 04 ou 1,317 72 par k. ou 1,138 05 par k. £x. cour. 269,526.44 ex. coït . 231,736 82 , ou 2,82# 51 par k. ; ou, 1,742 38 par k. gbntrr (207 k.), du 6 au 12 janvier. 1851. recettes. 66,4.63 72 1850. recettes. 50,729 71 ou 321 68 par. k. «u 245 07 par k. ex. cour. 111,751 87 ex. corr. 84,869 46 roce-m (137 kil.), du 5 au 11 janvier. 1851. recet. 134,739 65' . 1850. recet. 122.306 35 ou 983 50 par k. ou 892 74 par k. eï. cour. 207,310 95 ( ex. corr. 188,141 05 le havits (ioo k.), du 5 au 11 janvier. 1851. recet. 55,743 70. ' 1?50. recet. 50,851 50 sx. cour. 1,310,849 55 • ex. corr. 1,209,608 46 dibppb (57 k.), du 5 au 11 janvier. 1851. recet. 13,517 90 1850. becet. 10.341 80 ex: cour. 653 { 571 45 ex. corr. 631,499 »» bordeaux (115 k.), du 6 au l2 janvier, . 1851. recettes. 67,115 75 1850. recettes. 60,220 35 .ou 583 61 par k. ou 523 65 par k. ,ejx. cour. 2,268,893 79 . ex., corr. 2,146,282 26 paris a s trasbourg , du 8 au 14 janvier. section de paws à vitry (205 m.) - 104,336 43 section de metz à nancy (57 kil.) 6,168 70 ; 110,505 13 et. cour, depuis le 1er janvier . 224,79375 montereac a tboyes (100 k.), du 1« au 7 janvier. 1851. recettes. 21,853 »» 1850. recettes. 41,217 55 s trasbourg a bale (140 k,), du 30 au-31' décembre. 1851. recettes! 17,653 66 1850. recettes. 16,428 45 recet. de l'an. 2,258 84158 r. de l'an. 2,110,411 94 todrs a n antes (108 kil.), du4 au 10 janv. 1851. recet. 26,739 65 1850. recet. 26,637 60 ex. cout. 442,823 42 . , . ex, corr. 408,078 70 bqdloqne a amiens (124 k.), du 6 déc. au 12 janv. 1851. recettes, 29 230 55 1850. recettes. 28,05 i 55 ex. cour.  47,987 95 ex. corr. 49,191 20 paris a x.y0n, du 5 au il janv. section de paris à tonnerre (197 kil.) • 106,836 35 — dijon à chalon (69 kil;)... '22,150 25 128,986 60 total.de l'ex. dep. lel janv. 1850 201,718 30 ghemin i>b fer del'ocest (88 k.); du 6 au 12 janv. ' recettes....-.......;......: 36,772 60 total depuis ie l« janv... 63,601 65 ex. cour. 2,341,187 92 * ex- corr . 2,09 i,083 49	coït	1	1
siecle	1851-01-24	1	1	Page1_Block80	1876	830	4159	5312	— tu connais moraincourt? — parbleu 1 il mo doit cent louis d'un pari do course qu'il ne me paiera jamais... mais com ment 1 est-ce que ce serait lui, avec sa tour nure de palefrenier anglais et ses habitudes do mauvais endroits, qui... — attends donc... tu sais, puisque tu le dis, que moraincourt ne met presque jamais les pieds dans le monde, et qu'il hante en effet de préfé rence les mauvais endroits, les bals de barrières et de guinguette. — oui, mais quel rapport cela a-t-il avec mme do beàupertuis? — cela a beaucoup de rapports, et tu vas lo voir. au commencement do l'automne passé, à peu près à cette époque, moraincourt s© trou vait à belleville dans je ne sais quel bal borgno fréquenté par des grisettes, des commis mar chands, et autre jeunesso très peu dorée. moraincourt, appuyé à un- arbre, regardait danser, et remarquait ' particulièrement une grande jeune femme dont il n'avait pas encore vu la ligure, mais dont la taille de nymphe, souple comme un jonc, émérillonnait d'autant plus vivement notre moraincourt, que la sédui sante créature accentuait sa danse d'ondula tions aussi serpentines et aussi provocantes que peu agréables à lâ pudeur d<fs municipaux. moraincourt, àffriandé, attend le moment favo rable pour envisager cette voluptueuse cory- . banto, et qui reconnaît-il?... la duchesse de beàupertuis habillée en grisette, et dansant... plus qu'en grisette... . ' , — es-tu fou? — je suis vrai; le lendemain même, morain court m'a conté la chose. — allonsdone'.il était ivre, comme toujours. —'je ne dis pas non... mais il a tellement l'habitude de l'ébriété, qu'il y voit malgré cela très clair. — je te répète que c'est impossible... mme de beàupertuis, si tière, si dédaigneuse.;. elle,' plus grande dame que personne àu monde, se déguiser en grisette 1... courir les guinguettes!... moraincourt était ivre, encore une fois, à moins qu'il n'ait été dupo d'une ressemblance e^ra-.	voluptueuse	1	1
siecle	1851-01-26	1	4	Page1_Block7	2755	790	2666	112	là grèce antique est brisée en pièce?, ei la statue de sa niobé est encore b cette heurt», de bout comme une veuve sur un sépulcre. l'em- 1 piro romain, oùc4 il? dans la poussière de la campagne de rome} et la shtue du gladiateur mourant lui survitj cjui, dè sfes !èws do ranr- bré;s8ufril à fcetlé disjiafi'iin db tëus les spëc- tateurs du cif jiie. » si l'art a pour but la beau'é souvera'ne, il fa-»t encore admettre que, malgré la contra riété des temps, des civilisa ions, des religion 3 , le même idéal plane sur toute l'humanité. voilà, en effet,' ce qui explique comment ie pa ganisme nous révolte parles doelrines, et tout ensemble eoùs - subjugue par ses œuvres. les ; divjiiltës hu passé iious forçt pjtiéj leuçs lem- < pies nous ravissent ; contradiction qui devient bien plus choquante, si l'on ajoute que les ar- tm<s du rroyen-flge, c'est-à-dire les hommes les plus pieux, le; plue crédûlt s, les plus eni vrés de la foi chrétienne, loin d'éprouver au cunes réphguancë pt!ïi-jçs statues tit l&s jm'àgv s païennes, eh ont fait l'objet d'une étude assi due. quoi! des chrétiens du xiv® sièile étu dier, [ alpor, imiter des îdo'es retreuvées dans florer.cè ou dans pise i les vénérer .comme des teuvrôs sacrées i les inaugufer au ftiîjd des temp'ës de llnvisible ! oui, ssns dotlie ; car ils retrohvaiënt ddns ccs fortiies exquises de i 'an- fiquité les rayons égares de l'éternelle bcaii'é qu'ils poursuivaient eux-mêmes à la lueur do la révélation. dans, le vrai, les écoles grecques et celles du moyen-âge n'oiit été en guerro que dans l'esprit des théoriciens do nos jours; voyez, aii contraire, par-qiië's sentimcns elles s'a'hiaient, et combien elles étaient d'intelli gence. les artistes grecs s'éla ; ent élevés au- dessus de lçur fuite; des hauteurs du paganis me, ils avaient ëntjevu la lueur iu christianis me; au milieu même de la sensualité pvienne, ilsavaiebt annoncé par'avance le miracla de la beauté spirituelle. ainsi ils tendaient les brits à l'avenir j et ces prophètes de civilisation ont été les médiateurs naturels des peuples et des cultes. n'est-il pas vrai que virgile, à peine païen* dbnfeë la main à dants, que sophocle mène à racine? n'est il pas vrai que phidias et platon se retrouvent, sous d'autres noms, dans l'œuvre de raphaël et de michel-ange ? et malgré la différence des temps et des lieux, malgré lâ contrariété des religions, qui semble devoir tout rompre, d'où vient que, l«in de s'exclure) de se repousseï, de se renier, ces hotiimëî s 'attirent; s'appellont, s'embras ; ent à travers: l'étendue des si^dos ? vous en safei la raison : c'est que tous puisaient leur éclat dans une même source de lumière, leif s beaù- tés particulières dans une même beauté su- prômç, lêurs poëraes dans une même source de poésie; que, séparés et ennemis pâr tout le reste, ils étaient entrés dans le même règne de l'immuable, où ils se sentaient kus fils du même pèr>yje veux dire du mémo d:eu de l'art, de la beauté et de l'harmonie. » parvenus à ces termes, nous pouvons déjà, en nous y arrêtant, répondre à cette étonnante question, souvent élevée de nos jours : « l'art	sensualité	1	1
