work	date	issue	page	block	height	width	hpos	vpos	text	active_words	occurrences_words	unique_words
gil_blas	1894-01-01	1	1	PAG_00000001_TB000151	1282	1039	3455	8115	car la masse d'un présent peut aussi en faire la spécialité : mais le procédé est bien américain. fleurs et bonbons exclus, il nous reste lès bibelots, les bijoux, les accessoires de toilette, les objets d'art ou simplement d'usage. procédons par élimination. rayons les bijoux : ils sont trop coûteux, s'ils sont vraiment beaux; et, s'ils ne sont point beaux, c'est le pire présent : vous forcez une femme élégante à porter une décoration qui l'humilie. il faut, d'autre part, un état d'intimité assez avancé pour offrir à une amie un accessoire de toilette; mais c'est une catégorie de présents qui nous sont toujours si agréables, que nous faisons bon marché des convenances. je n'interdirais même pas aux présents de cette sorte un certain libertinage spirituel, sans brutalité, bien entendu : notre pudeur redoute uniquement les violences des gens qui nous déplaisent, même lorsqu'ils se tiennent bien. la princesse de	libertinage	1	1
journal	1894-01-01	1	3	PAG_00000003_TB000257	124	1017	5720	6552	«pknariide coït tructinn. chasse unîqt r ■ <'*> 56 hectares. contenance aui <'oaier- net : aijooo francs, non compris la c~~ l'fil	coït	1	1
journal	1894-01-02	1	4	PAG_00000004_TB000356	45	1600	3739	7844	génération —* onanisme — grossassa—impuissance — syphilis — amour con j ugal j	onanisme	1	1
journal	1894-01-03	1	3	PAG_00000003_TB000143	284	1028	3496	7162	c'est l'évaporé et blond trottin, quintessence de parisienne, qui fait passer sur la peau un petit frisson attendri de sensualité et provocateur en diable par sa pointe de sentimentalité naïve, un tant soit peu trop naïve, de grisette. — c'est le pierrot au masque bla-	sensualité	1	1
lanterne	1894-01-04	2	2	PAG_00000002_TB000047	1226	1054	1317	5838	— en effet, s'écrie l'abbé sterlin, pourquoi interdire aux prêtres en exercice de se marier ? n 'est-ce pas odieux? contre nature? la tribune libre du clergé, un journal rédigé par des ecclésiastiques, g, dans un de ses numéros, fait une juste critique du .célibat imposé aux prêtres quaudelle a écrit : « est-ce que le mariage iionnéte ne vaut pas cent fois mieux que le céiibat ecclésiastique, tempéré de liber? ,,' nous reconnaissons volontiers-avec m. sterlin que le mariage honnête serait préférable, spécialement dans l'intérêt des maris et surtout des petits garçons, au libertinage dont les prêtres ont si souvent donné le spectacle écœurant. cependant, nous croyons devoir faire observer à notre interlocuteur que le mariage du prêtre serait contraire au droit canonique. - — allons donc ! répond-il avec vivacité ; l'opinion qui considère les prêtres et qui les fait souvent se considérer euxmêmes comme astreints au celibat par un vœu liant leur conscience est une erreur ajoutée à beaucoup d'autres.	libertinage	1	1
liberte	1894-01-04	1	2	PAG_2_TB000062	284	987	1620	4939	mais ce jour-là, évidemment, le comte de barras ne se doutait guère que la révolution du 18 brumaire était proche et que le général buona-parte l'enverrait en exil continuer les voluptueuses folies du directoire.	voluptueuses	1	1
echodeparis	1894-01-05	1	1	Page1_Block26	1445	789	1731	1445	toujours napoléon i er . sait-on quel fut l'un des premiers amis et le premier lanceur de bonaparte? ce fut l'ami de mlle lange, le comte de barras. les deux noms de bonaparte et de bar ras se retrouvent ensemble dans la révo lution, et — mme d'abrantès a beau pré tendre le contrairé — l'histoire témoigne plusieurs fois des services rendus par barras à bonaparte. même au temps de la convention, alors que la destinée de bo naparte dépendait encore du bon plaisir de la république, barras parle ainsi, en pleine tribune, du futur césar : j'appelle l'attention . de la convention natio nale sur le général buona-parte. c'est à lui; c'est à ses dispositions savantes et promptes que l'on doit la défense de cette enceinte, autour de laquelle il avait distribué des postes avec une très grande ha bileté... et je demande que la convention con firme la nomination de buona-parte à la place de général en second de l'armée dé l'intérieur... mais ce jour-là,évidemment,lecomtede barras ne se doutait guère que la révolu tion du 18 brumaire était proche et que le général buona-parte l'enverrait eu exil» continuer les voluptueuses folies du di rectoire. w» les anciens membres du comité gam- betta de belleville feront leur visite an nuelle aux jardies, dimanche prochain 7 janvier. rendez-vous, à neuf heures, gare saint- lazare.	voluptueuses	1	1
radical	1894-01-05	1	1	PAG_00000001_TB000172	721	1041	3529	6752	une forme de gouvernement qui développe, par la liberté, les énergies et l'initiative individuelles : si elle ne se crée pas une morale humanitaire assez élevée et assez forte pour remplacer la morale religieuse sapée par les progrès de la raison, il se produit nécessairement dans .cette société : d'un côté, l'affaissement, l'énervement des classes riches par l'excès du luxe et de la sensualité ; de l'autre, des aspirations, des excitations chez les classes pauvres, qui conduisent fatalement cette société au bouleversement, à la ruine.	sensualité	1	1
supplement_figaro	1894-01-06	1	3	PAG_3_TB000123	429	779	3422	4210	l'amour est une maladie terrible ou bénigne dont chacun est atteint à tour de râle. elle se traduit différemment selon le sujet. chez celui-là, le cœur chez cet autre, les sens. imagination, tendresse et sensualité peuvent se manifester à la fois. én aimant avec telle ou telle partie de son individu on peut donc aimer plusieurs personnes àla fois. en aimant avec tout soi, on ne peut qu'en aimer une seule.	sensualité	1	1
gil_blas	1894-01-06	1	1	PAG_00000001_TB000185	613	1033	4652	5491	impossible, certes, que de temps à autre, un peu de libertinage ne soit pas désiré. mais ce n'est la qu'une débauche ; on retourne aux voluptés normales,comme à ce qu'il y a de meilleur, et pour des sens intacts et des cœurs ingénus, c'est en effet l'incomparable, cette « chose » méprisée par l'épuisement, par la corruption, ou par la déplorable infirmité sexuelle de beaucoup de femmes, l'anesthésie naturelle de leur organe d'amour.	libertinage	1	1
supplement_petitparisien	1894-01-07	1	315	PAG_00000315_TB000020	155	539	707	427	» presque aussitôt, tes viperea, alter par la.vue du breuvage» se attachèrent, u«e a uae, 'dö pauvre chasseur,qui commencaà à respirer, et se dirigèrent vere le récipient, ta tète haute, avec dés ondulations voluptueuses et gourmandes,	voluptueuses	1	1
gil_blas	1894-01-07	1	1	PAG_00000001_TB000069	262	1029	2449	7858	les femmes surtout, auxquelles convient à merveille la musique voluptueuse de mario costa, l'auteur de la jolie romance dans les roses, étaient représentées par tout ce qu'il y a de plus select.	voluptueuse	1	1
