work	date	issue	page	block	height	width	hpos	vpos	text	active_words	occurrences_words	unique_words
constitutionnel	1883-01-05	1	3	Page1_Block17	5146	813	967	2057	le blé, comme la plupart des plantes' cultivées, est sujet à diverses maladies,, éouvent causées parles attaques dépara^ sites végétaux ou animeux. on c<pnnaîv plus ou moins le charbon, la cabie, la rouille, le piétain, etc ; on a moins enten du parler de la nie^e, ce qui tienît;sans i doute à ce que cette dernière affection},est i moins répandue, car elle sembielo<jafis$ej en quelque sorte dans l'ancienne provïnçë t! de normandie. ella a été étudiée- pàr! quelques savants, notamment par ' vaine, et plus récemment par m. edï prié lieux. t * i dans les blés affectés de cette maladie; ; les grains sont complètement dénaturé^,', et présenter i la forme de petits -corps î presque globuleux, mais irréguliers, • silf?; lonnes dans leur longueur, et assez, sèm-; blables, par la taille et la couleur, & des': graines de nielle {lyck.tis githago ),■ cette î jolie caryophyllée si commune dans nos moissons, d'où le nom vulgaire dè blés nisllés. ■ | .-. si on ouvre ces grains, on trouvej leur intérieur rem; i par une masse blanche, formée d'un tissu f îutré, aisé à retirer, avec une aigt-ile, ce la coque qui lè ren ferme. examinée au microscope, - cettq masse se montre .constituée par des mil liers de petits vers pelc tonnés, dont l'as pect rappelle celui des ppguilles, et que ; l'on nomme, pour cette raison, angùiuu- les du blé. ■■■ plongée dans l'eau, cette masse se 'désa- : grège ; les vjera se séparent et se ripan- ' dent dans la liquide ; d'abord immobiles, ils s'animent au bout de quelqûes'e|ûres ; et nagent en serpentant, passant airisi de la mort apparente à la vie activei ^. ces anguillules sont des larves dépour vues de sexe. si-on sème-les grains q«i les ; renferment, «telles sortent, se répaàdent dans la terre humide et vont se logm en tre les feuilles emboîtées des blés quf ger- ment dans le voisinage où elles dejneu--; rent jusqu'au moment de la formation fie l'épi. ■  | ■ elles vont se nicher alors dans ^inté rieur des jeqnes-grains où elles devien nent des animaux sexués. les fer&ellès i pondent des œufs très nombreux,»] d'où sortent les milliers de-fervec- immobiles et inertes, mais aptes àrevivre, que l'on^trou- ve dans f les grains xiiellés au monlait de la moisson. les anguil.'ales pénètrent- elles dans les tissus mêmes de la fleu'rru- dimentaire, ou simplement dans la cavité du pistil? c'est là une question très dé-' battue entre les savants. i ^ . m. prillieux, ayant semé en décembre 1880, des grains de blé niellés en mélange avec des grains sains, a constaté, au prin- ■ temps, quand ces derniers ont levé, qu'ils ' étaient infestés par la nielle; toutés les pousses présentaient - en effet les altéra^- tions maladives caractéristiques^ on a essayé aussi* après l'mver,de com muniquer la nielle à d'autres blés; en ver sant sur eux de l'eau contenant dep an* guillules en suspension ; on infectait 'aisé—, ment ce liquide en y jetant l'intérieur d§ quelques grains niellés, qui, se désagré geant très vite, lui donnait un aspéet^d'up blanc opalin. les résultats ont ét'é néga tifs, mais en plaçantsen : terre les grains non ouverts, les anguillules qui eitfsor-- taient ont pu se loger entre les feuilles, des blés voisins et y produire , les galles qui sont un dés symptôme^ de l'affection), . v : les blés semés en décembre ave.c oies grains niellés n'ont présenté gu'au ^prin temps une altération sensibleries pousses : étalent d'abofd vigoureuses, mais coûtes : et touffues, et l'accroissement eh hajitéur paraissait entrayé, au point que versi le 15 mai les plantes semblaient: arrêtées- flans leur développement; les gaînes des jèunes feuilles étaient bondées d'anguilluleé.' des phénomènes analogues s'obser vaient danssl'ôpl '; mais c'est seulement aji l or juin qi;o l'on y constatait.la'pré sence des parasites;. a partir de cej mo ment,,la croissance dés plantes à' repris son cours normal ; ^ais à mesuré que les tiges et les feuilles revenaient à là santé, l'épi continuait à s'altérer parce que le3> anguillules venaient s'y réunir, en aban donnant les gaînes des feuilles. i quand le jeune grain est ainsi envahi, ses tissus s'hypertrophient ; ils forment une sorte du galle, qui s'aecroît rapide ment et se reforme au sommet, présen tant alors l'aspeet d'une masse globuleuse; irrégulière, à surface extérieure li^se, à intérieur dépourvu d'amidon. ? - c'est vers le 15 juin que les anguillules commencent à présenter des caractères sexuels ;» elles s'accouplent et ponçlent. i^émission et l'éclosioli des œuf« «e'con tinuent durant,l'été. « quanij on récolte, dit m. prillieiix, des grains niellés un peu avant la moisson à un moment où .les grains sains sont encore incomplètetnënt mûrs, on peut trouver réunis- en 33aôme temps une seulegallte desmâle$, âes femelles, des œufs et des larves à divers degeés de développement. ^ en résumé,, les petits vers pénètrent dans la fleur îiais- sante; qu'ils transformènt ea pçfite galle, d'aberd ouverte au sommet^piais'ferjïiée. la vraie nielle, comme nous le disions plus haut, n'a été positivement constatée qu'en normandie. mais cela peut fenir, l'une part, à ce que dans d'autres locali tés ses dégâts peuvent être regardés bom- me tout à fait insignifiants, de l'autre à ce que les cultivateurs confondent sdus le	sexuels	1	1
gaulois	1883-01-05	1	1	P1_TB00009	2364	784	891	1111	•j- ■ . f •- * /.■•,, i«. ■- • ■•- - - --- •< • •*. v -irr *■-•<*> sons-les traitsde la lumière-electrique et jqter des bottes de muguet à mlle tata, en son costume de pavage-en- boj&j sëjjlwen étonné d'apprendre ' l'unique et/touchante raison qui fait que la revue demeure, à travers les révolutions, immuable et sacrée. cette raison, la voici. la revue, c'est les invalides du journalisme. tous les ans, un directeur de théâtre joue une revue. il est entendu que cette année la revue sera signée par mm. tel et tel, et que l'année suivante mm. x. et z. seront invités à mettre leurs noms au bas de cette élucubration dramatique. mm. tel et tel, de même que mm. x. et z., sont des journalistes,, chroniqueurs vieillis, fruits secs de la scène, ou simplement petits nouvellistes et échotiers de coulisses, dont on paie les services quotidiens en leur faisant une publicité d'affiches et en leur ouvrant un compte chez dqbry ou roger. ce n'est donc, à proprement parler, qu'une pension régulière servie par mm. les directeurs, avec l'argent du public. . et cela n'engage pas à grand'chose ces pensionnés d'un nouveau genre. s'ils ne veulent rien laisser au hasard, ils ont la facilité de redonner la revue de l'année précédente ; si la chance d'une nouvelle aventure les tente, ils laissent le directeur' s'arranger, comme il l'entend, avec un compère de confiance. pendant l'année, un secrétaire attentif a pointé les événements intéressants : chiens écrasés, accouchements d'actrices, érections de statues, grands naufragés, succès ou fours du voisinât avec ces documents le directeur et le compère laissent, la pièce se construire et marcher au gré des entrées et sorties fantaisistes d'un personnel, depuis longtemps rompu à cette besogne annuelle et qui n'a plus de surprises. néanmoins comme il faut toujours des vers nouveaux, qui s'adaptent à des airs anciens, on les commande aux fournisseurs habituels des confiseries et à des jeunes géns qui n'ont encore travaillé que pour les'jalons de cocottes. ensuite des spécialistes connus agrémentent le tout d'un esprit bien parisien qu'ils ont, soigneusement recueilli dans les nouvelles à la main des journaux, les conversations de dessert et'les repas de corps. voilà comment on se fait jdix mille francs de rente et une sorte de célébrité boulevardjère, qui plait aux femmes et vous donne des titres à l'académie.	érections	1	1
radical	1883-01-06	1	3	PAG_00000003_TB000263	472	1030	1319	7645	alors son regard, plein de voluptueuses promesses, m'enveloppait de toutes parts; je ressentais cette langueur qu'éprouve l'oiseau- fasciné sous le regard du serpent. elle s'approcha de moi pour me lier de ses mains blanches, aux doigts effilés. je cherchais encore à comba.t re sa puissance attractive et magnétique.	voluptueuses	1	1
journal_du_dimanche	1883-01-07	1	12	PAG_00000012_TB000057	484	675	1716	1539	: on se rappelle que morillon avait promis ã barlhe de venir le rejoindre ã  rennes dã¨s que (selon ses propres paroles) annibal se serait dã©lassã© dans les dã©lices de ca'poue. mais on se rappelle aussi sans doute ã  quelle mystification s'ã©taient rã©duites les voluptueuses espã©rances de morillon, et l'on n'a pas oubliã© qu'il ã©lait restã© enfermã©, hurlant et jurant, dans ce mã´me boudoir qui devait ãªtre pour lui le temple de yã©nus.	voluptueuses	1	1
radical	1883-01-12	1	1	PAG_00000001_TB000155	64	990	5772	7522	a la fois voluptueuse et chaste, fti?	voluptueuse	1	1
gaulois	1883-01-13	1	3	P3_TB00028	918	778	3419	2927	il fallait une révolution, on sait qui la fit, musard. musard, avec son orchestre affolé, avec ses trombones et ses trompettes sonnant de tous leurs pavillons, ses ophicléïdes beuglant de tous leurs tuyaux, ses grosses caisses exaspérées à en crever leurs peaux, musard connaissait l'art de disloquer grotesquement les membres d'une mélodie, de la faire passer par les rythmes de l'été, du pantalon, du galop, par les cerceaux de la pastourelle, bref, de la rendre méconnaissable et grotesque à souhait. malgré les eft'orts de musard père, malgré ceux de musard fils, l'illustre auteur de la tulipe orageuse, deux danses vinrent porter, en 1844, un coup terrible au quadrille. toute bottée, toute éperonnée, la polka vint du fond de sa bohême ; elle était bien coquette, et plus d'un musicien lui fit la cour, d'autant plus qu'elle était fidèlement suivie de la mazurka, sonnant élégamment ses trois temps. un chorégraphe viennois, raab, l'avait rapportée de prague, vers 1840, et bientôt l'on entendit les voluptueuses polkas de thalberg, les radieuses de pixis, les bouquets de labistkv wolff, burgmuller. etc. ; on sautilla tant et 'si bien qu'on oublia la valse.	voluptueuses	1	1
journal_du_dimanche	1883-01-14	1	13	PAG_00000013_TB000015	350	727	955	1288	depuis plusieurs gã©nã©rations la dis- ' solution et le libertinage ã©taient hã©rã©di- < taires dans sa famille, et il avait conservã© ■i une large paã®t de cet hã©ritage. sa jeu- i nesse s'ã©tait flã©trie dans des plaisirs raffinã©s auxquels il ne manquait que le lieu et l'ã©poque pour ressembler aux orgies de la rã©gence.	libertinage	1	1
figaro	1883-01-14	1	3	Page1_Block28	1584	788	3384	3452	c. h.vcuxv. voir.beauc.àv.dïre.yei vrarxk.v.écrtv- kenseignement3. . analyse de janvier du latt pcp. et non ecrtîme dû la ferme d'arcy-en-brie arrivant t«les.jours en vases eu cristal de 1 et 1 li tres, bouchés et plombés à la ferme d'arcv infime. l'analyse de ce lait, pour le mois de jan vier a été faite par m. jonlie, pharmacien en chef et chimiste de la maison de santé dubois. densité à 15». 1031 • gr. beurre par litre..; 45 00 albumine 8 13 caséine '...., 24 47 sucre de lait. 55 80 sels y ... 7.20 total des matières fixes 140 60 140.60 eau.. 890 40 prix dans les dépôts 75 centimes le litre — — . ... 45 centimes le 1/2 lit. prix rendu à domicile.... 80 centimes le litre — — — 50 centimes le 1/2 lit.  adresser lés commandes à m. l. nicolas, propriétaire-agriculteur, 22, rue de paradis, pans. envoi gratis, sur demande, du prosp. explicatif. le numéro du 14 janvier de la revue sociale a paru à la libra irie chaix, 20, rue bergère. par contraste, la frigidité amène les engelures ; le 1 sang en ébullition fait alors éclater la peau en formant une plaie sur les doigts en proie à une sorte do fièvre. on fait disparaître les engelures ainsi que les crevasses et les gerçures, avec la pate philomane. parf. ninon, rue du 4-7bçc, 31. i5jain de duchesse ou d'évôque par la pate des m prelats. parf. exotique, rue 4-7biv 35 four ■ transfigurer un visage vieilli, ridé, il n'est que .la georgine champbaron, sans équi valent en parfumerie, puisqu'elle tient toutes ses '- promesses. applications. 10, rue lafflttc, 1 er étage. au dopiirfr,29, avenue de l'opéra. malles, sacs, necessaires- et trousses de voyage. creme mousseuse.dusser,lj r. j.-j. rousseau ilus de boutons ni do boutonnières! chemises nouv. modèle bre\ret.i noël, 16, r. 4-septembre.	frigidité	1	1
temps	1883-01-14	1	1	Page1_Block37	2360	948	3123	5765	d'œuvre : sir algernon en subit l’influence, mais n’en fut pas énervé ; il y trouva la traduction même de sa tristesse aiguë et ce qui lui manquait pour l’exprimer : il tomba sous le charme, se laissa aller â suivre dans ses enroulements le de cette pensée musicale qui était au fond la sienne. • i frances, qui ne le perdait pas de vue, s’aperçut que l’effet s’opérait et se garda bien de l’arrêter. aux préludes, elle fit succéder la symphonie en la de beethoven et la sonate en ut mineur ; puis, cette berceuse de chopin, où il semble qu’on passer les brises glacées de la baltique et les frissons des sapins de la coûrlande... peu â peu le cuisant chagrin de sir algernon se noyait dans ces ondes sonores. le fardeau qui pesait sur sa poitrine s’allégeait au pplnt de se laisser oublier. lui-même, 11 ‘ se sentait flo’tter en quelque sorte. son activité cérébrale s’arrêtait. chaque mesure le plongeait plus avant dans un état d’engourdissement vague et de voluptueuse paresse. un p|a de plus, et il aurait perdu toute conscience du mo'hde réel. quand la dernière note se fut éteinte, là cure était complète. sir algernon eu sortait triste mais résigné. < ■; i i$- maintenant, allez dormir, dit lady frances en prenant son bras pour le conduire jusqu’à la porte de son appartement. - « • il se laissa faire, gravit sans mot dire cet esca- llé' tjù’fi avait descendu si joyeux le matin même. ■' . ■ ■ dans la maison, les derniers bruits achevaient de s’éteindre. le révèrendjet le docteur, après une interminable partie de billard, arrosée d’un nombre incalculable de verres de « toddy », s’étaient enfin isôpàrés, l’un pour remonter chez lui, l’autre pour- regagner, én titubant sur la grand’route, le conjugal. les domestiques, ayant fêté â l’office la naissance de l’hêrifier, â leur tour retirés dans les combles. lady metcalfe dormait en papillotes; un flacon de sous l’oreiller. hawkins, faisant sa ronde en chaussons de s’assurait que tous les verrous étalent bientôt le silence fut complet, frances le cœur gros comme une petite veuve. s’enfonça dans le cauchemar de sa fièvre dè lait qui montait. mistress white s’était bien promis de veiller, la brave femme ; mais elle aussi laissa tomber sa tête grise sur le berceau où le nouveau-né poursuivait son rêve. seul le baronnet, les yeux grands ouverts dans la nuit, songeait avec stupeur â cet enfant qui pas son enfant, à ces choses d’hier déjà si lointaines, â son mariage, au jour où pour la fois lilian lui était apparue dans la grâce de ses vingt ans. '■  , a n 's.p . . . . . . ■ < < ♦♦ v « ;* « ». 5 . •. ».	voluptueuse	1	1
radical	1883-01-15	1	1	PAG_00000001_TB000134	408	1028	1400	7837	« une symphonie de couleurs, un scintillement de pierreries, une irradiation de beautés et de voluptueuses splendeurs » écrivit le lendemain, dans son journal, un élève de fervaignes, copiant une phrase du maître.	voluptueuses	1	1
