work	date	issue	page	block	height	width	hpos	vpos	text	active_words	occurrences_words	unique_words
siecle	1878-01-02	1	3	Page1_Block130	966	820	4328	5858	buuetim commebcial . paris, 2 janvier. ! ckrealiîs . — marché dérangé ; très-peu de ' mond#. ofl/es nulles de la culture, très-restrein -'v .tes de la part du commerce, i ' les quelques détenteurs sur place demandent 1 ' 80 c. de hausse. mais la meunerie est neu nom- ' breuseet peu disposée > traiter aujourd'hui. ' nus k * hausse des farines. voici les pris te- j 33 'p à - 34 * ^ ' l0 s ijounesirquali-l' i 3 r. 3 il s0 < l°ï d } nai . res '- 32 4 33 ft-;-autres,- 31 a 32 fr. le.s 100 kil. ; les cours sont nominkux. ^ 8 ejgles sont tenus de i8 fr. à 18 so. iles'' r»a t fes cotées de 23 à 24 suivant'là dua-^ '«■isît,»? 1 ' ^ vt î ,nes d0 p a ys 4<>nt peu'offetfës}lés'. erotiques e ont. toujours .assez labon-; aantes. la demande reste calme de 22 à 22 so orf ?i d i 0lres 22 'es gmses de beaifcç ; - 20 8û à ài les auti»s qualités de pays.! * - avoines étrangères, de .18 50 à m. ir. les' 10v kil. suivant provenkncé. . j mômes priv,sur les issues, i . - e ; a province, les prix des blés restent : asspr^ bien teaus. marseille est plus fermn, • calme ! ' ; rrnxelles, affaires inactives à' londjes et^rix srns changement. ' ei prix cotée'à 72.~ fémes  ^ marqi,e d est toujeure	erotiques	1	1
lanterne	1878-01-08	1	4	PAG_00000004_TB000053	173	1025	1489	2915	ils étaient précédés duc adavre d'un juif attaché à rc bours sur un âne. un huissier du pape le soutenait d'un bras, et l'autre main portait, accrochées à une perche, les parties sexuelles du malheureux juif ainsi puni d'adultère avec une chrétienne.	sexuelles	1	1
liberte	1878-01-09	1	4	PAG_4_TB000212	170	582	1410	9135	||n demande associé eu coït uma.mltaire ,le 30,000 fr. pour une allaire hors ligne. s'adr. de a à 4, v,n., 51 tue delouvois«	coït	1	1
petitparisien	1878-01-10	1	4	P4_TB00041	1476	1495	2649	829	s. lambert el c ie , editeurs, 123, rue montmartre, paris ch. fellsnà les droits du seigneur sous la féodalité peuple et noblesse evénements mystérieux, scandaleux, lugubres. exactions, despotisme, libertinage de la noblesse et du clergé due collection de gravure? interdites par le 16 mai paraîtra à la fln de la publication. 2 livrais ns par semaine. 100 livraisons à 10 cent, ou 20 séries & 5o cent. 1 il& 11èmë librairik ; la fille de la liberté 00 les volontaires de 92 par henri augu grand roman historique racontant les grandis scènes de la révolution : les batailles à la frontière; les combats dans les rues; les grandes séances de la convention. bplendijes g, nvures représentai t les grandes journées de la révolution. portraits des célébrités politiques et rnilit*ires de l'epoque. uô livraisons à 10 centimes ou 12 séries à 50 centimes. 2 livraisons par semaine.	libertinage	1	1
petitjournal	1878-01-11	1	4	Page1_Block86	534	1491	1157	1799	droits tu seigneur sous la féodalité peuple et no blesse evénements mystérieux , scandaleux , lugubres : exactions, despotisme, libertinage de la noblesse et du clergé une collection de gravures, interdites pendant le 16 mai, -paraîtra â la fin de la publication deux livraisons par semaine 100 livraisons à 10 centimes. — 20 séries à 50 centimes	libertinage	1	1
rappel	1878-01-11	1	4	PAG_00000004_TB000158	86	1651	2798	3863	evénements mystérieux, scandaleux, lugubres, exactions, despotisme, libertinage de la noblesse et dit clergé.	libertinage	1	1
constitutionnel	1878-01-12	1	3	Page1_Block52	323	544	4317	2673	■ ' coït ornoïkixi. èmcha/iim6t'rl<nie i 7-9-...... — to-is blanc»,il* s..... v.- bonne sorte....;....• belle sorte.,.. certificat de «ortie.............. mélasse dé'fabri'qûà de raffinerie......	coït	1	1
rappel	1878-01-17	1	3	PAG_00000003_TB000056	1529	1016	1376	3908	m. huber veut bien nous apprendre, dans son savant ouvrage, par quelle série d'opérations un homme naturel doit passer avant d'aboutir à l'état de jésuite. d'abord, pour l'apprêter convenablement, on l'enferme dans une cellule avec le diable pour vis-à-vis, pendant toute une semaine, et on lui donne une tête de mort pour le distraire ; c'est à dire qu'il doit se faire à lui-même la voluptueuse illusion qu'il est pour huit jours en enfer, qu'il voit l'enfer par les prunelles de son esprit comme par les yeux de ses sens, qu'il assiste de fait à toutes les scènes de rôtissoire que le sous-sol infernal peut offrir à un gourmet tant soit peu ascétique, qu'il aspire à pleine poitrine l'odeur de la chair grillée, qu'il regarde un chèvre-pied velu que satan a choisi comme tortionnaire émérite pour tourner et retourner avec sa fourche le pécheur impénitent sur le gril pendant la légère durée de l'éternité.	voluptueuse	1	1
constitutionnel	1878-01-21	1	3	Page1_Block27	4867	813	3515	218	tageant avec fouquet de la surintendan ce des finances..-. a l'âge où l'on est en core dans les pages, hugues de lionne était dans les alïaires. il commençait dé jà de glisser vérs le pouvoir, le long de cette pente de velours, qui fut le tapis sur iequel il a toujours joué... sonméri- te, en fleur, (il en avait un) fut, tout dè suite, discerné. il eut celte rare chance d'être deviné et apprécié par trois grands hommes d'etat , qui se connaissaient en hommes, — richelieu, mazarin, louis xiv, — le dieu en trois per sonnes de la monarchie absolue 1 les deux derniers le couvrirent d'honneurs et d'argent... ils allèrent jusqu'à le chamar rer des ordres du roi, alors la dignité, suprême, et. l'ornementèrent de ce cor don bleu, qui paraissait le ciel même à ceux àqui on le passait autour du cou. ils firent enfin de lui un magnifique. il ne les avait pas attendus pour cela. il l'était déjà do nature, mais ils l'achevèrent... né de tempérament : grand seigneur , il en avait les mœurs déboutonnées et fastueuses : la main libérale, prompte au bouton et au teston'. lionne dut tirer souvent de cette qualité de grand seigneur, qui est peut-être un vice, un parti énorme, car, en affaires, les hommes sont subju gués par l'aisance, la largeur sceptique, les grandes manières,qui sont parfois de grandes impertinences, et un jugement qui passe à cent pieds au-dessus a de tou tes choses. or, il avait ces dons respec tés par la médiocrité humaine. travail leur et viveur, il menait, de front, le travail et la vie, comme on mène une voi ture à deux cnevaux ardents, que l'on contient par la force du poignet et encore plus par sa souplesse. la souplesse, en efïet, était sa qualité première. il était assez souple pour n|être jamais bas. où les autres se seraient aplatis, il se rele vait. il avait l'humilité fière qui plaît tant aux femmes» dans les hommes faits pour les séduire, et qui plaît tant aussi aux puissances, parce qu'elles sont des fem mes aussi 1 négociateur qui ne réussissait pas toujours, mais .qui avait le charme de se faire pardonner ses défaites par ceux qui l'employaient et qui défalquaient son talent de ses insuccès. joueur effréné, mais plus heureux dans la vie qu'au jeu,, il échappa à la disgrâce dont louis xiv frappa le joueur brienne, et, que dis-je? il en bénéficia, puisqu'il lui succéda dans sa eharge... cependant la voiture aux deux chevaux de feu qu'il mena toute sa vie à bride abattue, et qui devait le tuer; le tua. il mourut de ses travaux et de ses passions, jeune encore, mais exténué par les affaires et par les plaisirs, ce robuste, taillé pour tous les excès, « consumé d'une flamme qui brû lait sous sa peau amincie et pâle,» dit un ambassadeur, frappé de la consomption d'un tel homme.. . lui vivant, cette es pèce de satrape de la diplomatie, sa somptueuse, voluptueuse et laborieuse situation fut sa gloire; mais mort, il n'eut plus que celle de son nom, écrit dans une foule de papiers d'etat, sous la si gnature de louis xiv... n'était-ce donc pas assez?... qu'avait-il besoin d'autre chose?... lui fallait-il expressément une biographie d'outre-tombe?... enseveli dans la gloire de mazarin et de louis xiv, et dès qu'on parle'd'eux, revenant derrière eux, n'é tait-ce donc pas une assez belle plaça dans la mémoire des hommes ?... le cheval d'attila, les femmes d'attila fu rent (dit-on) enterrés avec leur terrible maître... lionne, qui fut un très digne serviteur des siens, devait-il être exhumé et mis à part d'eux, — à part des traités où son nom brille abrité sous les leurs, comme sous un dais, pour que nous sus sions mieux ce qu'il était et ce qu'il fit?... méritait-il donc plus que ce qu'il a ?... ce travailleur infatigable, mais à la suite; ce premier, mais parmi les seconds, cet instrument flexible, aiguisé, toujours prêt à la main qui le saisissait, cette plume experte et à grand style qui s'as similait et traduisait presque avec ma jesté les inspirations de ses maîtres, ce négociateur aux aptitudes et aux atti tudes imposantes, mais qui, en sommo, ne commanda nulle part en chef et ne gagna jamais en personne de grande ba taille diplomatique, est-il réellement de stature d'histoire?... voilà la question. l'auteur do ce livre intitulé « hugues de lionne » l'a pensé, mais la vie qu'il en a écrite ne le prouve pas. elle ne renfer me ni faits, ignorés et nouveaux, ni va leur d'homme, méconnue et restituée, ni lumière éteinte et rallumée dans les ténèbres.... tout ce que m. valfrey croit nous apprendre, on le savait. et d'ailleurs j pour écrire la vie d'un homme, il faut en avoir dans la plu me, et m. valfrey n'en a pas... ce minu tieux de bureau ou de greffe peut bien nous exhiber-zes papiers de lionne et il nous les exhibe; mais lionne lui-même, il ne le montre pas, et il y a plus ; ce correct dans l'incolore est meme inoapa' ble de le montrer l	voluptueuse	1	1
gaulois	1878-01-29	1	2	P2_TB00049	2446	788	1883	4785	rose-thé. les gants noirs à huit boutons disparaissaient dans la manche également brodée de jais. cette toilette simple fut trouvée de bon goût.d'ailleurs, leslorgnettes de cesmessieurs et de ces dames allaient leur train, et se braquaient obstinément sur la loge. les conversations réprirent ; il est inutile de les répéter. elles ressemblaient tant à celles de chez brébant que nous avons déjà crayonnées. les femmes et les hommes, ô miracle ! se trouvèrent d'accord pour l'admirer. avez-vous jamais entendu un poëte vanter un autre poëte ? disait un jour une femme d'esprit à l'un de nos confrères. madame, il y a quelque chose de plus rare, c'est d'entendre une jolie fêmme comme vous dire du bien d'une autre jolie femme ! quoi qu'il en fût, laurence plut à tout le monde ; on la trouva belle. celles à qui le cœur aurait saigné de faire un pareil aveu déclarèrent qu'elle « était distinguée ». cependant le rideau s'était levé sur le premier acte du petit duc. le succès se dessinant dès le commencement, chacun cessa de s'occuper de ses voisins pour écouter la pièce et la musique. l'acte s'écoula sans aucun autre incident. il venait de se terminer, quand un couple assez bizarre entra au balcon et s'installa à deux places qui étaient restées libres jusque-îa. représentez-vous de vrais types de bourgeois enrichis par un coup de fortune inattendu. lui, gros, mal habillé, et gêné dans ses vêtements, suant et soufflant dans son col énorme et sa cravate de satin; elle, épaisse, lourde, le visage éraillé, surchargée de bijoux de mauvais goût : et tout les deux ayant cette mine béate des êtres matériels, pour lesquels une bonne digestion remplace tous les chefs-d'œuvres du cœur et de l'esprit. leurs faces rouges s'épanouissaient dans l'atmosphère chaude du théâtre ; l'observateur, s'il eût daigné faire attention à ces êtres vulgaires, aurait remarqué cette floraison de leur sensualité bestiale. laurence ne les avait pas vus. sa loge, un peu sur le côté, l'empêchait de regarder facilement le rang des fauteuils de balcon, où l'homme et la femme étaient installés. on frappa les trois coups réglementaires ; et l'orchestre attaqua les premières mesures du second acte. de nouveau un profond silence s'établit. le succès continuait. tout à coup, la jeune femme, par un caprice inexplicable, tourna la tète vers le balcon, et ses yeux tombèrent sur le groupe étrange dont nous venons de parler.	sensualité	1	1
